Title,Project,Date,Artist,Image,Content
TAi-DAi PUNK NIGHT (BUSAN),오방가르드,2024-11-22,"드링킹소년소녀합창단, 소음발광, 신도시, bbbbomb, 88balaz",media/myarticleimage/image_1104/TAiDAiPUNKNIGHTBUSAN_2024-11-22.jpg,"TAi-DAi PUNK NIGHT
(English below)
국경을 넘어 펑크에 대한 애정으로 모인 4팀이
부산-대구 미니투어를 진행합니다.
타이베이와 대구의 펑크의 진수를 보고싶은 당신!
뜨거운 펑크의 밤으로 초대합니다!
-일정&장소-
부산 : 2024.11.22(금) 8시 @OVANTGARDE
-출연팀-
🇰🇷드링킹소년소녀합창단 @DRINKING_BOYS_AND_GIRLS_CHOIR
🇰🇷신도시 @BAND_SINDOSI
🇹🇼88Balaz @88BALAZ
🇹🇼Bbbomb @BBBOMBBAND
🇰🇷소음발광 @SOUMBALGWANG_OFFICIAL (only Busan)
-문의-
banddbgc@GMAIL.COM
TAi-DAi PUNK NIGHT
Four bands united internationally by their love for punk will have a mini-tour of Busan and Daegu! Come and enjoy two nights celebrating the essence of Taipei and Daegu punk.
-Date and Venue-
Busan: 2024.11.22 (Fri) 8pm @OVANTGARDE
Daegu: 2024.11.23 (Sat) 7pm @CLUBHEAVY
-Lineup-
🇰🇷@DRINKING_BOYS_AND_GIRLS_CHOIR
🇰🇷@BAND_SINDOSI
🇹🇼@88BALAZ
🇹🇼@BBBOMBBAND
🇰🇷@SOUMBALGWANG_OFFICIAL (only Busan)
🇰🇷@BAND_DAYDREAMERS_OFFICIAL (only Daegu)
-Contact-
banddbgc@GMAIL.COM"
보리스 그레벤시코프 내한공연,무신사개러지,2024-11-22,보리스 그레벤시코프,media/myarticleimage/image_1104/boliseugeulebensikopeunaehangongyeon_2024-11-22.jpg,"전설적인 록 밴드 아크바리움(Aquarium)의 리더 보리스 그레벤시코프 (BG, Boris Grebenshikov) 내한공연
*공연은 아크바리움의 멤버들과 함께 합니다.
공연정보
일시 : 2024년 11월 22일 금요일 오후 7시 30분
장소 : 홍대 무신사 개러지
가격 : VIP 200,000원 스탠딩 88,000원"
8eyes BullShot,베이비돌,2024-11-22,"스트릿건즈, 머스탱 샐리, 몽키 갱 워, ALLiCA",media/myarticleimage/image_1104/8eyesBullShot_2024-11-22.jpg,"「8eyes BullShot」
일본 인디계의 초신성 ALLiCA와 한국의 걸출한 세 밴드가 뭉쳤다!
한국의 로커빌리 전설 스트릿건즈와 블루스의 여제 머스탱 샐리, 홍대 인디씬의 슈퍼 멤버들로 구성된 스카펑크 밴드 몽키갱워 까지!!
각자의 개성과 열정이 어우러진 본 공연을 놓치지 마시라!!
출연진: ALLiCA (from Tokyo), Streetguns, Monkey Gang War, Mustang Sally
일 시: 2024년 11월 22일 (금) 오후 7시
장 소: 베이비돌
주 소: 서울시 서대문구 연세로7안길 26 지하1층"
𝗞𝗛𝗨𝗡𝗗𝗜 𝗣𝗔𝗡𝗗𝗔 𝗠𝗢𝗗𝗠 𝗖𝗢𝗡𝗖𝗘𝗥𝗧,무신사개러지,2024-11-17,쿤디판다,media/myarticleimage/image_1104/_2024-11-17.jpg,"𝗞𝗛𝗨𝗡𝗗𝗜 𝗣𝗔𝗡𝗗𝗔 𝗠𝗢𝗗𝗠 𝗖𝗢𝗡𝗖𝗘𝗥𝗧
세 번째 정규 앨범 [MODM 2 : The Bento Knight]으로 돌아온 쿤디판다.
정상급 아티스트들과 함께한 이번 앨범을 밴드 셋부터 DJ 셋으로 감상할 수 있는 단독 콘서트가 오는 11월 17일 오후 7시, 무신사 개러지에서 진행됩니다.
ㅤ
ㅤ
𝗞𝗛𝗨𝗡𝗗𝗜 𝗣𝗔𝗡𝗗𝗔 𝗠𝗢𝗗𝗠 𝗖𝗢𝗡𝗖𝗘𝗥𝗧
▪DATE : 2024.11.17 / 7PM
▪VENUE : MUSINSA GARAGE
▪TICKET
OPEN : 2024.10.16 / 7PM
PRICE : 66,000 KRW
BOOKING : @INTERPARKTICKET
𝐎𝐂𝐎𝐓
@CLEANLAWNCHEF @THE.BACKLASH @OCOT.OFFICIAL
#OCOT #KHUNDIPANDA #쿤디판다"
delrocknalrock ; 들락날락,라디오가가,2024-11-17,"블란체달몬드, 방향족 (aromatic), 소소한",media/myarticleimage/image_1104/delrocknalrockdeullagnallag_2024-11-17.jpg,"가을 단풍처럼 다채로운 음악의 세계로 여러분을 초대합니다!
안녕하세요, 블란체달몬드 X 방향족 X 소소한 입니다 ✨
11월 17일 일요일, 합정 라디오가가에서 블란체달몬드(@BANDBLANCHEDALMOND), 방향족(@AROMATIC_KR), 소소한(@S0_S0H4N.BAND)이 준비한 연합공연 ‘들락날락’이 진행됩니다! 🎸
‘들락날락’은 음악의 다양한 장르를 넘나드는 세 밴드의 개성과 역동성을 담은 공연입니다. 각 밴드 공연의 문이 열릴 때마다 새로운 세계로 빠져드는 특별한 경험을 절대 놓치지 마세요!"
𝗶𝗻𝗱𝗶𝗴𝗼 𝗹𝗮 𝗘𝗻𝗱 𝗟𝗶𝘃𝗲 𝗶𝗻 𝗦𝗲𝗼𝘂𝗹,무신사개러지,2024-11-16,Indigo la End,media/myarticleimage/image_1104/_2024-11-16.jpg,"𝗶𝗻𝗱𝗶𝗴𝗼 𝗹𝗮 𝗘𝗻𝗱 𝗟𝗶𝘃𝗲 𝗶𝗻 𝗦𝗲𝗼𝘂𝗹
🗓️공연일시: 2024년 11월 16일 (토) 오후 7시
📍장소: 홍대 무신사 개러지 / 서울특별시 마포구 잔다리로 32 (서문빌딩) B1F
🔹티켓 가격: 예매 99,000원
🔹티켓 오픈 일시: 8월 13일 (화) 12:00
🔹예매처: 인터파크 http://ticket.interpark.com/
🔹문의처: hipsquare@NAVER.COM
▫️公演日：2024年11月16日 (土)
▫️会場：ソウル・弘大 musinsa garage
▫️時間：開場 18:00 / 開演 19:00
▫️出演：indigo la End
▫️料金：前売 99,000won
▫️チケット発売日：8月13日 (火) 12:00~
🔻http://ticket.interpark.com/
▫️お問い合わせ：hipsquare@NAVER.COM
인디고 지평선을 닮은 일본 밴드 -
인디고 라 엔드의 첫 단독 내한 공연
특유의 음악 색깔을 지닌 밴드 인디고 라 엔드가 인천펜타포트락페스티벌에 이어 오는 11월 첫 단독 공연으로 한국 팬들을 찾을 예정입니다.
노을이 지고 짙은 쪽빛이 내려앉은 하늘처럼 몽환적이고 감성적인 이들의 음악을 가을에도 즐길 수 있게 되었습니다.
인디고 라 엔드는 2010년 카와타니 에논을 주축으로 결성되어 몇차례 멤버 구성의 변화에도 흔들림없이 자신들만의 음악 세계를 구축해나가고 있습니다. 기타 선율과 함께 전개되는 보컬, 여기에 절묘하게 조화를 이루는 리듬 섹션, 그리고 세심하게 틈을 채우는 코러스까지. 세밀하게 전개되는 인디고 라 엔드 음악의 절묘함의 미학은 무대에서 밀도있게 표현됩니다.
일본에서 다양한 형태로 음악 세계를 펼치고 있기도 한 보컬 카와타니 에논에게 인디고 라 엔드는 그의 음악적 출발점과도 같습니다. 독보적인 음악으로 팬층을 형성해가고 있는 이 밴드의 매력을 무대에서 꼭 확인해보시길 바랍니다.
#𝗶𝗻𝗱𝗶𝗴𝗼𝗹𝗮𝗘𝗻𝗱 #인디고라엔드"
ddbb EP [dark] Showcase 쇼케이스 w / Erotic Worms Exhibitions,오방가르드,2024-11-15,"ddbb, EWE (Erøtic Wørms Exhibitiøn)",media/myarticleimage/image_1104/ddbbEPdarkShowcasesyokeiseuwEroticWormsExhibitions_2024-11-15.jpg,"ddbb EP [dark] Release Showcase
@DDBBYAY
🖤 ddbb의 첫번째 EP 발매를 기념하기 위한 공연을 준비했어요.
여러분과 함께 어두운 밤, 밝게 빛날 수 있는 시간을 보내고 싶습니다.
사랑하는 밴드 EWE와 함께합니다 🪱
👩‍🎤장소 오방가르드 @OVANTGARDE
(부산 남구 용소로7번길 15-1 B1)
✏️일시 11월 15일 금요일 20시
🚪입장 19시 30분
⭐️Guest Musician / Erøtic Wørms Exhibitiøn
@EROTICWORMSXXHIBITION
📱예매는 프로필의 링크트리 참조 부탁드립니다."
[2024 아시안 팝 스테이지 VOL.2],무신사개러지,2024-11-13,"브로콜리너마저, Shallow Levee",media/myarticleimage/image_1104/2024asianpabseuteijiVOL2_2024-11-13.jpg,"[2024 아시안 팝 스테이지 VOL.2]
2024.11.13(수) 오후 8시 / 무신사 개러지
Shallow Levée(TW), 브로콜리너마저
예매 | 44,000won
예매 오픈 | 2024.10.15(화) 오후 2시
예매처 | 인터파크 티켓 https://tickets.interpark.com
VOL.1에 이어 아시안 팝 스테이지 VOL.2에도 멋진 밴드가 한국에 찾아 옵니다🤘
대만 인디 씬을 상징하는 도시 가오슝에서 뜨거운 주목을 받고 있는 4인조 밴드 Shallow Levée.
그리고, '청춘'을 넘어 '삶'을 이야기하는 대한민국 대표 밴드, 브로콜리 너마저.

대만과 한국의 청춘과 삶을 노래하는 두 밴드의 만남을 놓치지 마세요.
절대 놓칠 수 없는 라인업! 아시안팝스테이지와 함께 하세요☺️
#아시안팝스테이지 #서울인디뮤직페스타 #SHALLOWLEVée #브로콜리너마저 #무신사개러지 #ASIANPOPSTAGE#SEOULINDIEMUSICFESTA #SIMF"
<강동수 / 이사흘 / 은도희> 부산공연,오방가르드,2024-11-10,"은도희, 이사흘, 강동수",media/myarticleimage/image_1104/gangdongsuisaheuleundohuibusangongyeon_2024-11-10.jpg,"<강동수 / 이사흘 / 은도희>
2024.11.10 SUN 6PM / 입장 5:30PM
오방가르드 (부산시 남구 용소로 7번길 15-1, B1)
최근 새 앨범 ‘Blue Comedy’ 발매한
싱어송라이터 은도희가 대구와 부산에서 이틀간 공연합니다.
다른 지역에 있는 비슷한 아티스트들과 함께 공연을 하고 싶어
어릴때부터 친근한 두 도시를 찾게 되었습니다.
부산에서는 싱어송라이터 이사흘, 강동수님과 함께 합니다.
비슷하면서도 다른 세 싱어송라이터의 공연에 함께 해주세요.
아티스트 소개
강동수
소음발광/해변지하/태평시간에서 노이즈로
개인의 감정에 대한 노래를 만들고 연주한다.
가끔 혼자 노래하기도 한다.
이사흘
흘러가는 생을 노래하는 이사흘.
부재하는 것으로라도 존재함에 감사하며,
나일론 기타와 목소리의 단출한 구성으로 노래를 쓰고 부른다.
2022년 10월 EP<볕과 그늘>을 시작으로 활동을 이어가고 있다.
은도희
대구에서 태어나 서울을 기반으로 활동하는 싱어송라이터이다.
2018년 데뷔 후 4년 동안 1장의 정규 앨범과 3장의 EP, 6개의 싱글을 발매하였고
호주 인디 달링 스텔라 도넬리 내한 공연의 오프닝 무대를 포함,
라이브클럽과 페스티벌 등 다양한 무대를 통해 자신의 음악을 알려왔다.
올해 10월에는 새 정규앨범 [Blue Comedy]를 발매했다."
<Samm Henshaw LIVE IN SEOUL>,무신사개러지,2024-11-10,Samm Henshaw,media/myarticleimage/image_1104/SammHenshawLIVEINSEOUL_2024-11-10.jpg,"샘 헨쇼 내한공연
<Samm Henshaw LIVE IN SEOUL>
How Does It Feel? 😎❓❕
파워풀한 목소리와 레트로 소울을 지닌
영국 싱어송라이터 샘 헨쇼(@SAMMHENSHAW)
11월 10일 (일) 무신사 개러지, 내한공연 확정!
▶공연일시 : 2024년 11월 10일 (일) 오후 6시
▶공연장소 : 무신사 개러지
▶티켓가격 : 스탠딩석 99,000원
▶티켓오픈 : 2024년 7월 26일 (금) 낮 12시
▶예매처 : 인터파크 티켓(ticket.interpark.com),
멜론티켓(ticket.melon.com)
<Samm Henshaw LIVE IN SEOUL>
▶Date : Nov 10 (SUN), 2024 at 6pm
▶Venue : MUSINSA GARAGE
▶Ticket Price : Standing 99,000
▶On-sale : July 26 (FRI), 2024 at 12pm
▶Ticket : INTERPARK TICKET(ticket.interpark.com),
MELON TICKET(ticket.melon.com)"
