Title,Date,Image,Project,Artist,Content,Link,Site,Time
Foreshot - EWE / Mosshill,2025-03-21,media/myarticleimage/indiestreet_images_20250312/ForeshotEWEMosshill_2025-03-21.jpg,오방가르드,정보없음,"Foreshot / Mosshill X EWE
건조한 바람에 마음이 증류하는 계절,
가장먼저 맺힌 초류의 맵고 거친 내음!
달콤한 기억도 씁쓸한 추억도 한데 그러모아
아름다운 향기로 피어오르는 순간들을 위하여
숲속의 증류소는 열심히 불을 떼고 있습니다..
새로운 형태의 라이브 셋으로 찾아온 모스힐과
발매를 앞둔 신곡으로 함께하는 에로틱웜즈익스히비션의
무대에 함께하세요🪱⛰️🧠‼️
💧오방가르드 @OVANTGARDE
💧3월 21일 (금) 오후 8시
@MOSSHILL_THEBAND
@EROTICWORMSXXHIBITION",https://indistreet.com/live/7118,Indiestreet,
2025년 3월 클럽빵 공연,2025-03-16,media/myarticleimage/indiestreet_images_20250312/2025nyeon3wolkeulleobppanggongyeon_2025-03-16.jpg,Club 빵,정보없음,봄꽃이봄꽃으로우리일상을빛낼수있게화이팅~ 힘을모아~ #물과음 #세기 #민수홍 #박종범 #쉬운건없어 #클럽빵 #CLUBBBANG #INDIE #홍대라이브 #인디1세대,https://indistreet.com/live/7125,Indiestreet,
"기프트 전국 클럽투어 [Get, Set, Ready and Go!]",2025-03-16,media/myarticleimage/indiestreet_images_20250312/gipeuteujeongugkeulleobtueoGetSetReadyandGo_2025-03-16.jpg,오방가르드,정보없음,"기프트 전국 클럽투어 <Get, Set, Ready and Go!>
서울 - 인천 - 청주 - 부산 - 대구 - 거제를 돌아 완성되는
기프트의 첫번째 클럽투어 <Get, Set, Ready and Go!>
[공연 일정]
부산 : 2025년 3월 16일 일요일 18시 오방가르드
[안내]
지역별로 좌석 및 관람 형태가 다르니
멜론티켓 상세페이지를 꼼꼼히 확인하시고
예매하시기 바랍니다.",https://indistreet.com/live/7113,Indiestreet,
"[Past, Present & Future] with 정아&유설",2025-03-15,media/myarticleimage/indiestreet_images_20250312/PastPresentFuturewithjeongayuseol_2025-03-15.jpg,Cafe PPnF,정보없음,"[Past, Present & Future]
과거, 현재 그리고 미래.
지나온 발자취는 오늘을 밝히고, 오늘의 선택은 내일을 만난다.
과거의 기억을 따라, 현재의 순간을 살아가며, 미래의 희망을 꿈꾸며 살아가는...
시간을 넘어서는 이 순간 '과거, 현재 그리고 미래'가 하나로 엮여 펼쳐지는 특별한 여정을 함께 해요.
2025년 3월 15일 Line Up 공개😎
#정아 @JEONGAPSALM
#유설 @YUSEOLL
📣 일시 : 2025년 3월 15일 토요일 오후 6시
☕ 장소 : 대학로 cafe PPnF
(서울 종로구 성균관로 87, 효천아트센터 內 LF)
🎫 입장료 : 예매 22,000원 / 현장 25,000원 (40석)
🏁 티켓오픈: 2025년 3월 4일 화요일 오후 6시
📌 <예매 방법>
아래 계좌로 예매 수량에 맞는 금액을 입금 완료 후 하단의 설문지 작성을 완료해주세요.
입금 후 설문지 작성까지 완료하셔야 예매가 확정됩니다.
온라인 예매 매진 시 현장 티켓은 판매하지 않습니다. *(선착순 40명)
환불기준 : 공연 2일전까지(3/13)_100% 환불 / 공연 1일전~당일(3/14~15)_환불 불가
💰 KEB하나 920-910001-36704 (주)위드에이치씨
⠀
📌 <관람 및 입장 공지>
본 공연장은 지정 좌석이 아닌, 입장 선착순 자율 좌석제 입니다.
관객 입장은 공연 시작 30분 전(오후 5시 30분)부터 가능합니다.
공연이 시작된 이후에는 지정된 시간 외 입장이 제한됩니다.
사전에 협의되지 않은, 전문장비를 동원한 사진 촬영, 영상 녹화 및 음원 녹취는 절대 불가합니다.
취소 및 환불은 예매처 규정을 참고하여 주십시오.
주차공간이 혼잡하오니, 대중교통을 이용해주시기 바랍니다.
📞 문의: 02)3676-2353 (주)위드에이치씨
⠀
본 공연은 (주)위드에이치씨, (주)더에이치켤쳐스 와 Cafe PPnF 가 함께 합니다.
Joy Together withHC -",https://indistreet.com/live/7116,Indiestreet,
2025년 3월 클럽빵 공연,2025-03-15,media/myarticleimage/indiestreet_images_20250312/2025nyeon3wolkeulleobppanggongyeon_2025-03-15.jpg,Club 빵,정보없음,이번 토요일은 축제의 토요일이 되길~ #아스라이 #스프링스 #이디어츠 #갓오브유니버스 #클럽빵 #CLUBBBANG #INDIE #홍대라이브 #탄핵 #파면선고로봄맞이,https://indistreet.com/live/7123,Indiestreet,
CAN‘T BE BLUE 단독 공연 [Drowning],2025-03-15,media/myarticleimage/indiestreet_images_20250312/CANTBEBLUEdandoggongyeonDrowning_2025-03-15.jpg,무신사개러지,정보없음,"CAN‘T BE BLUE 단독 공연 [Drowning]
서툴고도 뜨거운 소년의 사랑을
음악으로 풀어내는 캔트비블루.
푸르고 깊은 사랑에 빠져드는 순간,
그 끝은 어디로 이어질까?
✷일시 | 2025.03. 15. (토) 5PM
✷ 공연 장소 | 무신사개러지
✷ 티켓 가격 | 55,000원 (현장 예매 66,000원)
✷ 좌석 형태 | 전석 스탠딩
✷ 티켓 오픈 | 2025. 03. 04. (화) 2PM 인터파크 티켓
✷ 공연 안내
본 공연은 전석 스탠딩으로 운영됩니다.
본 공연은 1인 2매로 구매가 제한됩니다.
주최 | @CANT_BEBLUE
주관 | @MUDDYPUDDYCLUB",https://indistreet.com/live/7112,Indiestreet,
2025년 3월 클럽빵 공연,2025-03-14,media/myarticleimage/indiestreet_images_20250312/2025nyeon3wolkeulleobppanggongyeon_2025-03-14.jpg,Club 빵,정보없음,#정치병자 #스위머스 #잔류파 #삵 #결전의금요일 #클럽빵 #CLUBBBANG #INDIE #홍대라이브,https://indistreet.com/live/7127,Indiestreet,
제 4회 「Idiots in the garden」,2025-03-14,media/myarticleimage/indiestreet_images_20250312/je4hoeIdiotsinthegarden_2025-03-14.jpg,Club Victim,정보없음,"이제는, 우리가 피어날 시간!
봄과 함께 찾아온 [IDIOTS IN THE GARDEN] Vol.4에 여러분을 초대합니다!
[시간표]
1교시 - 풋풋하게 [이디어츠] @IDIOTS.BAND
2교시 - 청량하게 [스티커몬어드벤처] @STICKERMONADVENTURE
3교시 - 경쾌하게 [베어풋인더가든] @BEARFOOTINTHEGARDEN
장소 : 클럽 빅팀 @CLUB_VICTIM
시간 : 2025년 3월 14일(금) 19시 30분
티켓가격 : 예매 25,000원. 현매 30,000원
3333332745448 카카오뱅크 김태희
📌 예매 오픈일 : 2월 21일 금요일 오후 6시 (예매 링크 : 이디어츠 프로필 링크에! )
입금 확인된 순으로 입장번호를 배부하고 있습니다. 참고해주세요!
📌 새학기를 맞이하여 청소년 무료입장 이벤트를 진행하고 있습니다!🎁
(예매링크 내에 청소년 체크, 현장에서 학생증 등 신분확인)
📌 예매하는 모든 분들께 사탕을 제공하고 있습니다",https://indistreet.com/live/7111,Indiestreet,
WHITEDAY MIRACLE,2025-03-14,media/myarticleimage/indiestreet_images_20250312/WHITEDAYMIRACLE_2025-03-14.jpg,Club FF,정보없음,".
WHITEDAY MIRACLE @FF
2025/03/14 (FRI) 7pm
Live Bands:
7:00pm #아토 @ATO.OFFICIALLYMISSINGYOU
7:45pm #벤치위레오 @BWL_OFFICIAL__
8:30pm #화노 @HWA_NHO
9:15pm #오오오 @BAND_O.O.O
10:05pm #맥거핀 @MGFF_OFFICIAL
<Alternative/IndieRock/ModernRock/IndiePop>
Cover : 40,000 won (Only Door)
♥️선착순 50분께 화이트데이 선물을 드립니다.🎁
.티켓팅은 예매 없이 클럽 도어에서 현매로만 진행됩니다.
.도어 티케팅 은 공연 시작 1시간 전이며 상황에 따라 달라질 수 있습니다.
.입장은 현장 계시는 분 순차 입장입니다. (가방 등 본인 외 줄은 인정되지 않으며 가방 분실 시 책임져드리기 어렵고 가방 이동될 수 있습니다.소지품등 자리맡기 끼어들기 금지입니다. )
. 불쾌한 신체 접촉 발생 시 즉시 퇴장이며 입장 제재 및 법적 조치 취해질 수 있습니다. 건강 한 클럽 문화를 위해 협조 부탁드립니다.
.분실물 발생 시 영업시간 내에 직접 찾으러 와주시면 감사하겠습니다. 분실물 관련 DM 답장 어려우며 라커 미이용 분실물에 대해 책임져드리기 어렵습니다.
.상황에 따라 다른 관람객을 위해 과도한 촬영 자리맡기( 삼각대 설치 등) 는 제재 될 수 있습니다.
.미성년자 관객분들은 10pm 퇴장 해 주셔야 합니다.
보호자(부모님) 동반시 공연끝까지 관람 가능하며
가족관계증명서 및 보호자 미성년자분 각각의 신분증 지참 해주셔야 합니다.
#홍대클럽#엪엪#CLUBFF#클럽FF#라이브클럽#락클럽#홍대인디밴드#LIVECLUB#ROCKBAND#인디밴드#INDIECLUB#ROCKDJ#밴드공연#인디공연#홍대인디#홍대공연#홍대맛집#홍대데이트코스#음악맛집#클럽공연#화이트데이#WHITEDAY #화이트데이",https://indistreet.com/live/7128,Indiestreet,
2025년 3월 클럽빵 공연,2025-03-13,media/myarticleimage/indiestreet_images_20250312/2025nyeon3wolkeulleobppanggongyeon_2025-03-13.jpg,Club 빵,정보없음,새로운 만남~ #잉걸불 #일명월 #비지정주파수 #이토록평범한존재 #클럽빵 #CLUBBBANG #INDIE #홍대라이브 #탄핵 #파면선고로봄맞이,https://indistreet.com/live/7124,Indiestreet,
2025년 3월 클럽빵 공연,2025-03-12,media/myarticleimage/indiestreet_images_20250312/2025nyeon3wolkeulleobppanggongyeon_2025-03-12.jpg,Club 빵,정보없음,이제 정말 봄~ 계절도 사회도~ 봄을 맞이하고 봄을 만들고~ #청일몽 #남규원 #달위의콜린스 #스파게티즈 #일명월 #잉걸불 #이토록평범한존재 #비지정주파수 #삵 #잔류파 #스위머스 #정치병자 #아스라이 #갓오브유니버스 #스프링스 #이디어츠 #물과음 #박종범 #민수홍 #세기 #클럽빵 #CLUBBBANG #INDIE #홍대라이브 #봄밤 #봄나들이,https://indistreet.com/live/7126,Indiestreet,
"밴드 야자수 - 굿바이! 김정원, 박요한 with 마이골든에이지 MGA",2025-03-09,media/myarticleimage/indiestreet_images_20250312/baendeuyajasugusbaigimjeongwonbagyohanwithmaigoldeuneijiMGA_2025-03-09.jpg,오방가르드,정보없음,"굿바이! 김정원, 박요한
오랫동안 함께해온 우리 멤버 김정원, 박요한이
각자의 길을 걷게 되었습니다.
이별이 아쉽지만, 그들을 응원해주고
마지막까지 멋진 무대를 함께 만들어보려 해요.
From @YAJASUBAND
3월 9일 (일) | 오방가르드 | 오후 6시
With 마이골든에이지 @MYGOLDENAGE_OFFICIAL
입장 오후 5시 30분",https://indistreet.com/live/7117,Indiestreet,
SAVIOR,2025-03-09,media/myarticleimage/indiestreet_images_20250312/SAVIOR_2025-03-09.jpg,Club FF,정보없음,".
SAVIOR @FF
2025/03/09 (SUN) 5:00pm
Live Bands:
5:00pm #원오프 @ONEOFF_ROCKBAND
5:45pm #노야 @BANDNOYA_
6:30pm #배드큐피드 @BANDBADCUPID
7:15pm #하즈 @HASEBAND_OFFICIAL
8:05pm #업스타 @BAND_UPSTAR_OFFICIAL
<IndieRock/Alternative/HardRock/Indiepop>
Cover : 30,000 won (Only Door)
.티켓팅은 예매 없이 클럽 도어에서 현매로만 진행됩니다.
.도어 티케팅 은 공연 시작 30분 전이며 상황에 따라 달라질 수 있습니다.
.입장은 현장 계시는 분 순차 입장입니다. (가방 등 본인 외 줄은 인정되지 않으며 가방 분실 시 책임져드리기 어렵고 가방 이동될 수 있습니다.소지품등 자리맡기 끼어들기 금지입니다. )
. 불쾌한 신체 접촉 발생 시 즉시 퇴장이며 입장 제재 및 법적 조치 취해질 수 있습니다. 건강 한 클럽 문화를 위해 협조 부탁드립니다.
.분실물 발생 시 영업시간 내에 직접 찾으러 와주시면 감사하겠습니다. 분실물 관련 DM 답장 어려우며 라커 미이용 분실물에 대해 책임져드리기 어렵습니다.
.상황에 따라 다른 관람객을 위해 과도한 촬영 자리맡기( 삼각대 설치 등) 는 제재 될 수 있습니다.
#홍대클럽#엪엪#CLUBFF#클럽FF#라이브클럽#락클럽#홍대인디밴드#LIVECLUB#ROCKBAND#인디밴드#INDIECLUB#ROCKDJ#밴드공연#인디공연#홍대인디#홍대공연#홍대맛집#홍대데이트코스#음악맛집#클럽공연#",https://indistreet.com/live/7091,Indiestreet,
EVERY YOU EVERY ME,2025-03-08,media/myarticleimage/indiestreet_images_20250312/EVERYYOUEVERYME_2025-03-08.jpg,Club FF,정보없음,".
EVERY YOU EVERY ME @FF
2025/03/08(SAT) 7:30PM
Live Bands:
7:30pm #선앤메어 @SUN8MER
8:10pm #급한노새 @ROSAI.IN.HURRY
8:50pm #베이루트택시 @BRTX_BAND
9:35pm #컨파인드화이트 @CONFINEDWHITE_OFFICIAL
10:20pm #고히 (#바닐레어) @GOHIWITHVANILLARE
<GarageRock/IndieRock/IndiePop>
Cover : 35,000 won (Only Door)
.티켓팅은 예매 없이 클럽 도어에서 현매로만 진행됩니다.
.도어 티케팅 은 공연 시작 30분 전이며 상황에 따라 달라질 수 있습니다.
.입장은 현장 계시는 분 순차 입장입니다. (가방 등 본인 외 줄은 인정되지 않으며 가방 분실 시 책임져드리기 어렵고 가방 이동될 수 있습니다.소지품등 자리맡기 끼어들기 금지입니다. )
. 불쾌한 신체 접촉 발생 시 즉시 퇴장이며 입장 제재 및 법적 조치 취해질 수 있습니다. 건강 한 클럽 문화를 위해 협조 부탁드립니다.
.분실물 발생 시 영업시간 내에 직접 찾으러 와주시면 감사하겠습니다. 분실물 관련 DM 답장 어려우며 라커 미이용 분실물에 대해 책임져드리기 어렵습니다.
.상황에 따라 다른 관람객을 위해 과도한 촬영 자리맡기( 삼각대 설치 등) 는 제재 될 수 있습니다.
.미성년자 관객분들은 10pm 퇴장 해 주셔야 합니다.
보호자(부모님) 동반시 공연끝까지 관람 가능하며
가족관계증명서 및 보호자 미성년자분 각각의 신분증 지참 해주셔야 합니다.
#홍대클럽#엪엪#CLUBFF#클럽FF#라이브클럽#락클럽#홍대인디밴드#LIVECLUB#ROCKBAND#인디밴드#INDIECLUB#ROCKDJ#밴드공연#인디공연#홍대인디#홍대공연#홍대맛집#홍대데이트코스#음악맛집#클럽공연#케이락",https://indistreet.com/live/7090,Indiestreet,
막주금라이브 [Open Stage] ep.26,2025-03-07,media/myarticleimage/indiestreet_images_20250312/magjugeumlaibeuOpenStageep26_2025-03-07.jpg,Cafe PPnF,정보없음,"#막주금라이브
[O֑P֑E֑N֑ S֑T֑A֑G֑E֑]
⠀
2025년 3월 7일 Line Up 공개😎
#박주영 @MUPY_WORLD
#CLAVE @CLAVE_578
#네온더키즈 @NEONTHEKIDS
⠀
📌 공연시간 : 3/7(금) 저녁 8시 시작🎵
⠀
📌 공연장소: cafe PPnF (서울시 종로구 성균관로 87)
⠀
📌입장료🎫
🍹1인 1음료 필수!
+
아티스트를 위한 ’ #후불감동제 ‘가 진행됩니다.
공연을 보시고 감동 받은 만큼 입금 주시면
각 아티스트에게 💯% 전달될 예정입니다.
⠀
📌 주차장🚗
주차 공간이 혼잡 하오니, 대중교통을 이용해주시기 바랍니다. 😭 🚊💕
⠀
📌 문의: 02)3676-2353
⠀
⠀
막주금라이브 [O֑P֑E֑N֑ S֑T֑A֑G֑E֑]는 무대를 찾고 있는 새로운 아티스트의 후원을 위해 운영 되오니 여러분들의 많은 응원 부탁 드립니다🙇
⠀
본 공연은 온,오프라인 동시 진행됩니다.
[📺YouTube] ’막주금라이브‘ 채널
#막주금라이브 [O֑P֑E֑N֑ S֑T֑A֑G֑E֑] 역시 (주)위드에이치씨(withHC), (주)더에이치컬쳐스 와 Cafe PPnF 가 함께 합니다.
⠀
Joy Together withHC -",https://indistreet.com/live/7120,Indiestreet,
