Title,Project,Date,Artist,Image,Content
Any Good Music Here? FES!,무대륙,2024-11-02,"나로틱, 블루터틀랜드, 아톰뮤직하트, 원니, 왑띠, 베이루트택시, 팻햄스터&캉뉴, 맨앤뎀, SPENSR, KINEMAS beatnik, DRAWSTRING, Mömoku, luvliminall, GaGi",media/myarticleimage/image_1008/AnyGoodMusicHereFES_2024-11-02.jpg,"어디 좋은 음악 없을까? 새로운 음악과의 만남, 또 다른 취향의 발견 AGMH FES!
AGMH FES는 코로나 시기에 축소되었던 한일 인디신의 네트워킹과 다양한 장르의 인디 뮤지션 큐레이션을 진행하며 아티스트, 음악 관계자, 관객들 모두가 함께 즐길 수 있는 공간을 만드는 것을 목표로 하는 미니 페스티벌입니다.


▶ 일시
2024.11.02 (토) - 2024.11.03 (일) (도어 오픈: 14:00 / 공연 시작: 14:30 예정)

▶ 장소
무대륙 (서울특별시 마포구 토정로5길 12)"
GARNiDELiA 10th anniversary stellacage tour 2024 - Link The World - in Seoul,무신사개러지,2024-10-27,가르니델리아,media/myarticleimage/image_1008/GARNiDELiA10thanniversarystellacagetour2024LinkTheWorldinSeoul_2024-10-27.jpg,"GARNiDELiA(가르니델리아)의 데뷔 10주년 기념 월드 투어 프로젝트 서울 공연 개최 확정!
독보적인 음악 세계를 보여주는 일본 팝 락 듀오, '극락정토(極樂淨土)'의 주인공 GARNiDELiA
🎫 https://linktr.ee/aodkorea
GARNiDELiA 10th anniversary stellacage tour 2024 - Link The World - in Seoul
▶일시 | 2024.10.27(일) 오후 4시
▶장소 | 무신사 개러지
▶티켓가 | VIP스탠딩 132,000원, 일반스탠딩 88,000원
▶예매처 | 인터파크 티켓
▶티켓오픈 | 2024.9.10(화) 오전 11시
VIP스탠딩은 전방석, 하이터치, 로비 선입장(MD부스)이 포함됩니다.
▶Date | Oct 27, 2024 (Sun) 4PM
▶Location | Musinsa Garage
▶Ticket Price | VIP Standing ₩132,000 / ⁠Standing ₩88,000
▶Ticket Open | Sep 10, 2024 (Tue) 11AM
▶Ticketing | Interpark Ticket⁠
VIP standing includes front-row access, a hi-touch event, and early entry to the lobby (MD booth)."
「MONSTER ACTION 2024」,Bender,2024-10-26,"소닉스톤즈, 피싱걸스, 뉴클리어 이디엇츠, 더사운드, 라이엇키즈",media/myarticleimage/image_1008/MONSTERACTION2024_2024-10-26.jpg,"BENDER PRESENTS
⠀
2024.10.26(SAT)5:30PM
「MONSTER ACTION 2024」
⠀
어김없이 돌아오는
10월의 마지막! 할로윈 공연‼️
“몬스터 액션 2024” 라인업을 지금 공개 합니다!!
⠀
[LINE UP]
⠀
•RIOT KIDZ
•NUCLEAR IDIOTS
•SONIC STONES
•FISHINGIRLS
•THE SOUND
⠀
티켓 오픈 9월20일(금)정오
INTERPARK TICKET에서 많은 성원 부탁드립니다!
⠀
일시:2023.10.26(SAT)오후5:30
(•티켓 교환 및 현매 16:30 •입장17:00)
장소:홍대 bender @BENDER_HONGDAE
예매:INTERPARK TICKET (9.20(Fri)정오 OPEN)
Adv: 40,000원, At door: 45,000원
⠀
해외에서도 예매 가능한
Global 페이지도 9/20 정오 오픈 !
🎫http://ticket.interpark.com/Global
⠀
절대 놓치지 마세요!!
⠀
•BENDER는 공연이 끝나면 PUB으로 운영됩니다.
많은 이용 부탁드립니다!
@FISHINGIRLS_ @THESOUNDKOR @NUCLEAR_IDIOTS_OFFICIAL
@SONICSTONES @RIOTKIDZ_OFFICIAL
⠀
#RIOTKIDZ #SONICSTONES #NUCLEARIDIOTS #FISHINGIRLS #THESOUND #소닉스톤즈 #뉴클리어이디엇츠 #피싱걸스 #라이엇키즈 #더사운드 #할로윈
#BENDER #홍대벤더 #벤더"
Goofy & Friends Vol.2,미정,2024-10-20,"님버스, 달과 밤 그리고 별들, GOOFY18, abuse machine",media/myarticleimage/image_1008/GoofyFriendsVol2_2024-10-20.jpg,"Goofy18이 5년 만에 한국 무대 복귀!!
도쿄를 기반으로 활동하는 여성 듀오 GOOFY18이 5년 만에 한국을 다시 찾는다. 이번 공연은 GOOFY 18과 교류를 쌓아온 한국의 다양한 밴드들이 함께 모여 양일간 펼쳐질 예정이다.
GOOFY18과 함께 무대에 오를 밴드로는 머스탱샐리, 리니어, 어뷰즈머신, 님버스, 도어벨, 달과 밤 그리고 별들 등 다채로운 라인업이 준비되어 있다. 이들은 각기 다른 매력과 음악 스타일로 관객들에게 잊지 못할 공연을 선사할 것이다.
공연은 최근 을지로에 문을 연 ACS와 펑크록의 성지로 자리 잡고 있는 망원동의 샤프에서 양일간 진행된다. 이번 공연은 팬들에게 특별한 추억을 선사할 것으로 기대된다.
출연진: GOOFY18, ABUSE MACHINE, NIMBUS, 달과 밤 그리고 별들
일시: 2024년 10월 20일 7PM - 10PM
장소: CLUB SHARP 서울시 마포구 동교로 63 B1"
Goofy & Friends Vol.1,미정,2024-10-19,"리니어, 머스탱 샐리, GOOFY18, 도어벨",media/myarticleimage/image_1008/GoofyFriendsVol1_2024-10-19.jpg,"Goofy18이 5년 만에 한국 무대 복귀!!
도쿄를 기반으로 활동하는 여성 듀오 GOOFY18이 5년 만에 한국을 다시 찾는다. 이번 공연은 GOOFY 18과 교류를 쌓아온 한국의 다양한 밴드들이 함께 모여 양일간 펼쳐질 예정이다.
GOOFY18과 함께 무대에 오를 밴드로는 머스탱샐리, 리니어, 어뷰즈머신, 님버스, 도어벨, 달과 밤 그리고 별들 등 다채로운 라인업이 준비되어 있다. 이들은 각기 다른 매력과 음악 스타일로 관객들에게 잊지 못할 공연을 선사할 것이다.
공연은 최근 을지로에 문을 연 ACS와 펑크록의 성지로 자리 잡고 있는 망원동의 샤프에서 양일간 진행된다. 이번 공연은 팬들에게 특별한 추억을 선사할 것으로 기대된다.
출연진: GOOFY18, RE:NIER, Mustang Sally, The DOORBELL
일시: 2024년 10월 19일 8PM - 11PM
장소: @ACS.KR 서울시 중구 수표로6길 10 유진빌딩 B1"
"천박하고시끄러운 - 향우회, 소음발광, 칩앤스위트 (부산)",오방가르드,2024-10-19,"소음발광, 칩앤스위트, 향우회",media/myarticleimage/image_1008/cheonbaghagosikkeuleounhyanguhoesoeumbalgwangchibaenseuwiteubusan_2024-10-19.jpg,"<천박하고 시끄러운 : 소음발광 정규 3집 / 칩앤스위트 정규 1집 발매 기념공연>
2024년 10월 7일에 발매될 소음발광의 정규 3집 <불과 빛>과
2024년 10월 17일에 발매될 칩앤스위트 정규 1집 <No Comment!!!>를
기념하기 위해 10월 19일 부산 - 10월 26일 서울,
이렇게 2주간 토요일마다 진행하는 투어 공연을 준비했습니다.
부산에서 포스트 펑크/얼터너티브 음악 등의 가치를 공유하며
서로를 애정하는 두 팀이 비슷한 시기에 정규를 발매하게 되어,
앞으로도 같이 발맞추어 재밌는 것들을 만들어가자는 의미로
이번 공연을 기획하게 되었습니다.
투어 공연은 소음발광과 칩앤스위트가 애정하는 공간들,
애정하는 로큰롤/펑크 밴드들과 함께 합니다.
타오르다 못해 재가 되어버린 뜨거운 현재를
여러분들과 나누고 싶습니다. 그럼 기다리겠습니다.
•일시 및 장소
부산 : 10월 19일 밤 7시 30분 / 부산 오방가르드
@OVANTGARDE
서울 : 10월 26일 밤 7시 30분 / 서울 을지로 acs
@ACS.KR
•라인업
부산 : 향우회, 칩앤스위트, 소음발광
@SOCIALCLUB_HYANGWU
@CHEAP.N.SWEET
서울 : 로우하이로우, 칩앤스위트, 소음발광
@BAND_LOWHIGHLOW
@CHEAP.N.SWEET
•러닝타임
약 180분
*본 공연은 전석 스탠딩으로 진행됩니다.
*예매취소는 공연 당일로부터 3일 전까지 가능합니다."
JT2DE: MVLD. 10 YEAR ANNIVERSARY SHOW.,무신사개러지,2024-10-19,미정,media/myarticleimage/image_1008/JT2DEMVLD10YEARANNIVERSARYSHOW_2024-10-19.jpg,"JT2DE: MVLD. 10 YEAR ANNIVERSARY SHOW.
JT2DE: MVLD.
10 YEAR ANNIVERSARY SHOW.
SAT. OCTOBER 19TH @ MUSINSA GARAGE
TIME: 6PM
❗공연 일시: 2024.10.19(토) 6PM
❗공연 장소: MUSINSA GARAGE
❗티켓 가격 : 전석 스탠딩 88,000원
❗티켓 예매처: 인터파크 티켓
자세한 사항은 아래 링크를 확인해주세요!
✔ https://tickets.interpark.com/goods/24013492?
##JUSTHIS #저스디스 #JT2DE_MVLD"
[IDOTS IN THE GARDEN] Vol.2,Club 빵,2024-10-18,"이디어츠, 롱타임노쉿, 베어풋인더가든",media/myarticleimage/image_1008/IDOTSINTHEGARDENVol2_2024-10-18.jpg,"이디어츠인더가든 2회가 찾아왔습니다! 👻💜
’10월 18일, 할로윈을 맞아 오싹하고 짜릿해진 멍청이들이 다시 정원에 출몰한다!‘
[IDOTS IN THE GARDEN] Vol.2에 여러분을 초대합니다!
한층 더 멍청해져서 돌아왔다! [이디어츠] @IDIOTS.BAND
쉿은 그만! 이제 열광의 향연만 있을뿐 [롱타임노쉿] @LONGTIMENOSHIT
더 야생스럽게 돌아왔다! [베어풋인더가든] @BEARFOOTINTHEGARDEN
오싹한 그들, 열정적이고 시원한 펑크음악과 함께하는 할로윈을 기대하시라!
장소 : 클럽 빵 @CLUBBBANG
시간 : 2024년 10월 18일(금) 19시 30분
티켓가격 : 예매 25,000원. 현매 30,000원
토스뱅크 1000-8715-1044 최효근
*예매 선착순 10명에게 포스터를 드립니다. 입장하시는 모든 분들에게 젤리를 드려요!🐻
예매는 프로필 링크에!"
"라라라온_Week8_부산 : 밴드기린, 검은잎들, 언체인드",오방가르드,2024-10-13,"검은잎들, 밴드 기린, 언체인드",media/myarticleimage/image_1008/lalalaonWeek8busanbaendeugilingeomeunipdeuleoncheindeu_2024-10-13.jpg,"𝑳𝒂𝑳𝒂𝑳𝒂𝑶𝑵 𝑾𝑬𝑬𝑲 𝟖
10/13(일) 8PM 부산 오방가르드 @OVANTGARDE
📍부산시 남구 용소로 7번길 15-1, 지하 1층
🎙️𝗟𝗜𝗡𝗘 𝗨𝗣
밴드기린 @BANDGIRIN_OFFICIAL
검은잎들 @LEAVESBLACK_OFFICIAL
언체인드 @BAND_UNCHAINED
─────────────────
𝑳𝒂𝑳𝒂𝑳𝒂𝑶𝑵 : 다양한 음악, 함께하는 순간
𝟐𝟎𝟐𝟒.𝟎𝟖.𝟏𝟐. - 𝟏𝟎.𝟏𝟓.
@전국 소규모 공연장
─────────────────
@FESTIVAL_LALALAON
#라라라온 #2024라라라온 #라라라온페스티벌 #LALALAON"
2024년 10월 13일 일요일 카페 아이다호 공연 - 이디어츠,카페 아이다호,2024-10-13,이디어츠,images_real2/default_profile.jpg,"이디어츠가 아이다호에서 공연을 진행합니다! 👻💜
2024.10.13 일요일 오후 8시
아이다호 (마포구 망원동 338-79 2층)
자율모금 (현금/계좌이체 가능)
공연을 보러 오신 분들은 1인 1음료 이상 주문 부탁드립니다🙇‍♀️"
루키즈 온 더 블럭 - 경상도 네트워크,오방가르드,2024-10-12,"7번국도, 킴쿨, 꼬메무스 누벵, sil!",media/myarticleimage/image_1008/lukijeuondeobeulleoggyeongsangdoneteuwokeu_2024-10-12.jpg,"루키즈 온 더 블럭 Rookies on the Block
경상도 네트워크 Gyeongsangdo Network
2024. 10. 12 토Sat 7:30pm @OVANTGARDE
(부산 남구 용소로 7번길 15-1, B1)
입장Door Open 7pm
로컬을 기반으로 활동하는 신예들을 위한
네트워크 프로젝트 시리즈!
루키즈 온 더 블럭 🐣
이번엔 부산-거제-대구-영덕!
경상도 루키즈 시리즈를 준비했습니다.
우리 곁에 보다 가까운 뮤지션들의
새롭고 다양한 라이브를 즐겨보세요!
[Line Up]
Sil! (Sorry i’m late) @BAND_SIL (BUSAN)
팝 장르의 감성과 멜로디에
신디사이저를 이용한 신스 사운드의 조화로
세련되고 편안한 음악을 지향하는 신스/인디 팝 밴드 Sil!
꼬메무스 누벵 @COMEMOS_NUVEM (GEOJE)
거제의 재기발랄한 친구들이 모여
그들이 사랑하는 음악들과 개러지락을 연주한다.
꼬메무스 누벵 특유의 시끌벅적함을 즐겨보자.
킴쿨 @KEEMCOOL_ (DAEGU)
다채로운 어쿠스틱 사운드의 기반으로
고유의 음악 세계를 지속적으로 확장해 나가고 있는
대구의 싱어송라이터 킴쿨 (KEEMCOOL)
7번국도 @7STREET_OFFICIAL (YEONGDEOK)
동해안 7번 국도의 척추 영덕에서 활동하는 밴드 7번국도.
레게에서 파생된 장르인 락스테디 Rocksteady와
로맨틱이 강조된 레게의 서브장르 러버스락 Lovers Rock
그 사이 어딘가, 끈적함과 풋풋함을 오가는 모던레게를 연주한다.
본 공연은 2024 부산음악창작소 지원사업을 통해 제작되었습니다."
TULA 앵콜콘 ［10월의 진화│TIME TO EVOLVE],무신사개러지,2024-10-12,TULA,media/myarticleimage/image_1008/TULAaengkolkon10woluijinhwaTIMETOEVOLVE_2024-10-12.jpg,"TULA 앵콜콘 ［10월의 진화│TIME TO EVOLVE］
▶ 공연정보
공연명: TULA 앵콜콘 ［10월의 진화│TIME TO EVOLVE］
공연일정: 2024.10.12(토) 17시, 2시간
공연장소: 무신사 개러지
관람등급: 12세 이상
매수제한: 1인 4매
▶ 공연소개
애니송 스페셜리스트 TULA의 본격 열혈 Live Concert
‘10월의 진화 ｜ TIME TO EVOLVE’ 앵콜콘서트!!
출연진 TULA와 스페셜 게스트 정여진 & 나오미, T-SESSION의 연주와 함께
진화의 질주가 7월에 이어 다시 시작됩니다!
▶ 캐스팅
출연진: TULA
스페셜 게스트: 정여진, 나오미
연주: T-SESSION
※ 휠체어석 예매 문의: tunasound.office@GMAIL.COM"
키라라 업데이트 2024 부산 - 키라라 단독공연,오방가르드,2024-10-11,"기나이직, 키라라",images_real2/default_profile.jpg,"10월 11일 금요일 오후 8시
오방가르드 (부산 남구 대연동 55-14) @OVANTGARDE
오프닝게스트 : 기나이직 @GUINNEISSIK
가장 현재의 키라라를 부산에서 보이기
곧 발매 될 정규 5집 위주의 셋리스트를 준비합니다.
오후 7시 반 : 관객 입장
오후 8시 : 기나이직 공연 (30m)
오후 8시 반 : 키라라 공연 (90m)
오후 10시까지 공연 종료
✨ 본 공연은 조명 및 영상의 깜박거림이 강한 연출이 많이 포함되어 있습니다.
광과민성 발작의 우려가 있으신 분들의 주의가 반드시 필요합니다. ✨
청소년증 및 학생증 지참 시 미성년자의 입장이 가능합니다.
공연의 예매는 진행하지 않으며, 모든 관객 여러분은 사전신청 없이
공연 당일 현장에서 입장료를 결제하시며 입장해주시면 됩니다.
공간의 수용인원보다 너무 많은 관객이 입장하여 안전문제가 우려될 시에는,
오후 8시 이전에 관객 입장을 마감할 수 있습니다.
관객 여러분의 너른 양해 부탁드립니다.
전석 스탠딩 공연입니다.
휠체어를 탑승하신 관객께서는 공연 전날까지 키라라 또는
오방가르드의 인스타그램으로 디엠을 보내주시면 도움을 받으실 수 있습니다."
