Title,Project,Date,Artist,Image,Content
🥖 「문주나와 30개의 생일빵 대소동!」 🥖,Club 빵,2024-09-27,"이디어츠, 리니어, 윾, 스티커몬어드벤처",images_real2\munjunawa30gaeuisaengilppangdaesodong_2024-09-27.jpg,"🥖 「문주나와 30개의 생일빵 대소동!」 🥖
~ 빵 30주년 + 주나의 한국나이 30살을 축하하며 ~
📆 2024.09.27 금요일 오후 7시 30분
📍 클럽 빵
💸 입장료 현매 20000원
🎸 리니어, 스티커몬어드벤처, 윾, 이디어츠
🍻 맥주 100캔, 소량의 제로음료 소진시까지 무료
🍞 입장 선착순 30명에게 로토의 휘낭시에 증정"
밴드 휴고 EP발매 쇼케이스 HUGOISM,KT&G상상마당 부산,2024-09-20,"나의 노랑말들, 휴고",images_real2\baendeuhyugoEPbalmaesyokeiseuHUGOISM_2024-09-20.jpg,"🤟 공연정보
공연일시 : 2024. 9. 20 (금) 오후 7시 30분
게스트 : 나의 노랑 말들 @BAND_NANOMAL 의 백노루양
공연장소:부산 서면 상상마당 라이브홀 (부산 부산진구 서면로 39 2F)
좌석형태 : 전석 선착순 자율 입장
예매 = 2만원, 현매 = 2만5천원 (티켓 구입시 EP앨범 CD증정😊)
밴드 휴고 쇼케이스 예매
https://form.naver.com/response/UYCyrZmtVTVb7eVF4OF3Iw
🤟문의사항
위 내용 외 정보는 예매페이지(휴고 인스타 프로필 링크)에서 상세정보 확인
인스타그램 @BAND.HUGO
공연문의 010.2642.8758"
밴드 휴고 EP발매 쇼케이스 HUGOISM,KT&G상상마당 부산,2024-09-20,"나의 노랑말들, 휴고",images_real2\baendeuhyugoEPbalmaesyokeiseuHUGOISM_2024-09-20.jpg,"🤟 공연정보
공연일시 : 2024. 9. 20 (금) 오후 7시 30분
게스트 : 나의 노랑 말들 @BAND_NANOMAL 의 백노루양
공연장소:부산 서면 상상마당 라이브홀 (부산 부산진구 서면로 39 2F)
좌석형태 : 전석 선착순 자율 입장
예매 = 2만원, 현매 = 2만5천원 (티켓 구입시 EP앨범 CD증정😊)
밴드 휴고 쇼케이스 예매
https://form.naver.com/response/UYCyrZmtVTVb7eVF4OF3Iw
🤟문의사항
위 내용 외 정보는 예매페이지(휴고 인스타 프로필 링크)에서 상세정보 확인
인스타그램 @BAND.HUGO
공연문의 010.2642.8758"
2024년 9월 클럽빵 공연,Club 빵,2024-09-15,"민광진, 지누콘다, 모유, 박길수",images_real2\2024nyeon9wolkeulleobppanggongyeon_2024-09-15.jpg,추석을 앞두고~ #무이 #끌림 #모유 #지누콘다 #민광진 #박길수 #샐리에브리웨어 #메리헤이데이 #남경운밴드 #플레터 #다이퍼스 #잔류파 #루프텔 #최광일 #정안 #거품 #배유나 #클럽빵 #CLUBBBANG #INDIE #KINDIE #추석즐겁게보내세요~
추수락앤롤 Vol. 2 - 야자수 / 윾 / 마이골든에이지,오방가르드,2024-09-14,"윾, 야자수, 마이골든에이지",images_real2\chusulagaenlolVol2yajasueukkmaigoldeuneiji_2024-09-14.jpg,"가을 달이 가장 빛나는 주간의 토요일!
밴드들의 신나는 한가위 잔치 한마당
돌아온 추수락앤롤 두번째 시리즈🌝🤘
[추수락앤롤 Vol. 2]
장소 VENUE 오방가르드 @OVANTGARDE
일시 DATE 2024. 09. 14 토Sat 7:30pm
입장 DOOR OPEN 7pm
[Line Up]
야자수(@YAJASUBAND)🌴
밴드 야자수는 인디락을 지향하며
하나의 색이 아닌 각자의 색으로,
푸릇한 야자수가 생각나는 악상을 연주한다.
⠀
윾 (@EUKKEUKKEUKK) 🙋🏼🙋🏻🙋
“화목한 청년들, 그들의 밴드 음악“
밴드 윾은 기타록과 팝 음악 사이의 친목을
도모하는 음악을 하고있다.
마이골든에이지 (@MYGOLDENAGE_OFFICIAL)⚡
스트레이트한 펑크비트위에 아련한 순간들을
녹여내는 Alter Punk / Pop Rock 밴드
🌾 공지사항NOTICE 🌾
본 공연은 선착순 입장, 스탠딩으로 진행됩니다.
본 공연일 이틀 전까지 취소 및 환불이 가능합니다.
연령확인을 위한 신분증 지참을 부탁드립니다."
2024년 9월 클럽빵 공연,Club 빵,2024-09-14,"코튼스틱, 끌림, 스키틀즈",images_real2\2024nyeon9wolkeulleobppanggongyeon_2024-09-14.jpg,추석을 앞두고~ #무이 #끌림 #모유 #지누콘다 #민광진 #박길수 #샐리에브리웨어 #메리헤이데이 #남경운밴드 #플레터 #다이퍼스 #잔류파 #루프텔 #최광일 #정안 #거품 #배유나 #클럽빵 #CLUBBBANG #INDIE #KINDIE #추석즐겁게보내세요~
2024년 9월 클럽빵 공연,Club 빵,2024-09-13,"메리헤이데이, 무이, 남경운밴드, 샐리에브리웨어",images_real2\2024nyeon9wolkeulleobppanggongyeon_2024-09-13.jpg,추석을 앞두고~ #무이 #끌림 #모유 #지누콘다 #민광진 #박길수 #샐리에브리웨어 #메리헤이데이 #남경운밴드 #플레터 #다이퍼스 #잔류파 #루프텔 #최광일 #정안 #거품 #배유나 #클럽빵 #CLUBBBANG #INDIE #KINDIE #추석즐겁게보내세요~
Rockin Thuraday,Club FF,2024-09-12,"시나몬잼, Nahua, 도파민, 블랙우든도어",images_real2\RockinThuraday_2024-09-12.jpg,"Live Bands:
8:00pm 도파민
8:40pm 시나몬잼
9:20pm 블랙우든도어
10:00pm Nahua
불쾌한 신체 접촉 발생 시 즉시 퇴장이며 입장 제재 및 법적 조치 취해질 수 있습니다. 건강 한 클럽 문화를 위해 협조 부탁드립니다.
분실물 발생 시 영업시간 내에 직접 찾으러 와주시면 감사하겠습니다. 분실물 관련 DM 답장 어려우며 라커 미이용 분실물에 대해 책임져드리기 어렵습니다."
2024년 9월 클럽빵 공연,Club 빵,2024-09-12,"다이퍼스, 플러터, 루프텔, 잔류파",images_real2\2024nyeon9wolkeulleobppanggongyeon_2024-09-12.jpg,추석을 앞두고~ #무이 #끌림 #모유 #지누콘다 #민광진 #박길수 #샐리에브리웨어 #메리헤이데이 #남경운밴드 #플레터 #다이퍼스 #잔류파 #루프텔 #최광일 #정안 #거품 #배유나 #클럽빵 #CLUBBBANG #INDIE #KINDIE #추석즐겁게보내세요~
2024년 9월 클럽빵 공연,Club 빵,2024-09-11,"배유나, 최광일, 거품, 정안",images_real2\2024nyeon9wolkeulleobppanggongyeon_2024-09-11.jpg,추석을 앞두고~ #무이 #끌림 #모유 #지누콘다 #민광진 #박길수 #샐리에브리웨어 #메리헤이데이 #남경운밴드 #플레터 #다이퍼스 #잔류파 #루프텔 #최광일 #정안 #거품 #배유나 #클럽빵 #CLUBBBANG #INDIE #KINDIE #추석즐겁게보내세요~
2024년 9월 클럽빵 공연,Club 빵,2024-09-08,"전호권, 레이디버드, 레코다메, 피카",images_real2\2024nyeon9wolkeulleobppanggongyeon_2024-09-08.jpg,가을바람이 때때로 부는데 깜짝 놀라네요~ 흐름은 어쩌지ㅡ못하는듯~ 9월 클럽빵 많이 찾아주세요~ 음악가들과 밴드들이 정성껏 준비하고 있어요~ #어영부영호영 #고기민 #은해 #안주원 #레코다메 #피카 #레이디버드 #전호권 #13칠드런 #9B2 #따뜻한말한마디 #코지앤노이지 #아스프드 #서스테인 #조이풀언더웨어 #엑시즘 #클럽빵 #CLUBBBANG #INDIE #KINDIE #BANDLIVE #SINGERSONGWRITER #포그 #리니어 #급한노새
20224.06.01_동인천 아트큐브,미정,2024-09-08,13CHILDREN,images_real2\202240601dongincheonateukyubeu_2024-09-08.jpg,정보를 추가해 주세요
KOOL-AID,Club FF,2024-09-07,"뉴클리어 이디엇츠, 데이로터스, 크랙베리",images_real2\KOOLAID_2024-09-07.jpg,".
KOOL-AID @FF
2024/09/07(SAT) 8:50 PM
Live Bands:
8:50pm 데이로터스 @OFFICIAL_DAYLOTUS
9:35pm #크랙베리 @BANDCRACKBERRY
10:20pm #뉴클리어이디엇츠 @NUCLEAR_IDIOTS_OFFICIAL
<Metalcore/Kawaii Metal>
Cover : 30,000 won (Only Door)
.티켓팅은 예매 없이 클럽 도어에서 현매로만 진행됩니다.
.도어 오픈 은 공연 시작 30분 전이며 상황에 따라 달라질 수 있습니다.
.입장은 도어 오픈 기점으로 현장 계시는 분 순차 입장입니다. (가방 등 본인 외 줄은 인정되지 않으며 가방 분실 시 책임져드리기 어렵습니다.)
. 불쾌한 신체 접촉 발생 시 즉시 퇴장이며 입장 제재 및 법적 조치 취해질 수 있습니다. 건강 한 클럽 문화를 위해 협조 부탁드립니다.
.분실물 발생 시 영업시간 내에 직접 찾으러 와주시면 감사하겠습니다. 분실물 관련 DM 답장 어려우며 라커 미이용 분실물에 대해 책임져드리기 어렵습니다.
#홍대클럽#엪엪#CLUBFF#클럽FF#라이브클럽#락클럽#홍대인디밴드#LIVECLUB#ROCKBAND#인디밴드#INDIECLUB#ROCKDJ#밴드공연#인디공연#홍대인디#홍대공연#홍대맛집#홍대데이트코스#음악맛집#클럽공연#케이락"
2024.09.07 성우레더스테이지,성우레더스테이지,2024-09-07,"시골, 13CHILDREN, SURF",images_real2\20240907seonguledeoseuteiji_2024-09-07.jpg,2024.09.07 성우레더스테이지
2024년 9월 클럽빵 공연,Club 빵,2024-09-07,"리니어, FOG, 급한노새",images_real2\2024nyeon9wolkeulleobppanggongyeon_2024-09-07.jpg,가을바람이 때때로 부는데 깜짝 놀라네요~ 흐름은 어쩌지ㅡ못하는듯~ 9월 클럽빵 많이 찾아주세요~ 음악가들과 밴드들이 정성껏 준비하고 있어요~ #어영부영호영 #고기민 #은해 #안주원 #레코다메 #피카 #레이디버드 #전호권 #13칠드런 #9B2 #따뜻한말한마디 #코지앤노이지 #아스프드 #서스테인 #조이풀언더웨어 #엑시즘 #클럽빵 #CLUBBBANG #INDIE #KINDIE #BANDLIVE #SINGERSONGWRITER #포그 #리니어 #급한노새
’Hullabaloo’ Vol.4,Bender,2024-09-07,"극동아시아타이거즈, 더사운드, 적란운",images_real2\HullabalooVol4_2024-09-07.jpg,"THE SOUND PRESENTS
THE SOUND의 기획 시리즈!
’Hullabaloo’ Vol.4
9월7일(토)저녁 6시 홍대 BENDER에서 열립니다!
‘얼터니티브’ 음악을 사랑한다면,
누구든지 공연을 즐기고 놀 수 있는 최고의 기회!
그리고!!학생 할인까지!
🎫8월 5일(월)낮 12시!
INTERPARK TICKET을 통해 예매를 시작합니다.
많은 성원 부탁드립니다!
📢[학생 할인 정보]
이번에도 THE SOUND가 얼터니티브 음악을 사랑하는 학생들을 위하여 특별 할인을 준비!!👍
학생 할인은 공연 당일 오직 현매로만 진행됩니다.
*학생기준 미성년자 + 학생증 보유중인 대학생 .
그리고 주류 구매시 무조건 신분증을 지참하셔야 합니다.
Line Up.
THE SOUND @THESOUNDKOR
FAR EAST ASIAN TIGERS @FAR_EAST_ASIAN_TIGERS
적란운 @ZEOKRANUN_OFFICIAL
「Hullabaloo」 Vol.3
2024.09.07(SAT)6PM
▪️TICKET 교환 및 현매 17:00/ OPEN 17:30
▪️SEOUL BENDER @BENDER_HONGDAE
▪️🎫예매/ADV 35,000원 현매/At Door 40,000원
🧢학생할인/STUDENT 오직 현매:20,000원
INTERPARK TICKET (8월5일(월)정오 오픈)
요즘 홍대 라이브 클럽에서 가장 즐겁다고 소문난!
더 사운드 주최의 ‘Hullabaloo’ 절대 놓치지 마세요!!🔥
•공연이 끝나면 벤더는 PUB으로 운영됩니다.
많은 이용 부탁드립니다!
#HULLABALOO #THESOUND #FAREASTASIANTIGERS #ZEOKRANUN #더사운드 #극동아시아타이거즈 #적란운 #BENDER #LIVE #라이브 #공연 #홍대 #홍대BENDER"
「School iDol Story Vol.1」,인피니티클럽,2024-09-07,미정,images_real2\SchooliDolStoryVol1_2024-09-07.jpg,"【NEXT EVENT】
러브라이브! 시리즈 온리 DJ 이벤트
드디어 오프라인 상륙🎉
어떤 이야기를 여러분들께 들려드릴지 기대해주세요!
「School iDol Story Vol.1」
📅 2024/09/07(SAT.) 14:00~
✔️ Seoul at 1nfinity club【School iDol Story】 1st LoveLive!
2024.09.07 14:00~ 2024.09.07 18:00
1nfinity club @ Seoul, Korea
서울 서대문구 연세로7안길 34-3 지하1층
Guest VDJs : WARP, Humit, LuA,
Releng, μ’sforever, KDM
Regulars : Mê, Unmei, HKC
참가 가능 연령대 : 20세 이상(성인) - 입장 시 신분증을 확인합니다
예매 : @1NFNTCLB 프로필 링크트리"
Miss Summer,미정,2024-09-06,"급한노새, 에디앤더브릭스, 난파란",images_real2\MissSummer_2024-09-06.jpg,"드디어, Eddie and the Bricks 1st EP 'Ms. Summer' 발매 기념 기획 공연을 선보입니다!
‘Ms.Summer' EP 수록곡, 에디 개인 앨범, 그리고 아직 공연에 선보이지 않은 곡들을 포함해 공연을 보신 분들과 못 보신 분들도 모두 함께 즐기실 수 있는 공연이 될 예정입니다.
이번 공연은 난파란, 급한노새 게스트 분들과 함께합니다.
가을의 초입에 다같이 모여 유난히 뜨거웠던 이번 여름에게 인사를 건네보아요! 👋
일시 : 2024/09/06(Fri) 8pm
(Door Open 7:30 pm)
장소 : 사운드마인드
(서울 관악구 낙성대로 14 지하)
Guest
급한노새 @ROSAI.IN.HURRY
난파란 @BAND_NANPARAN_OFFICIAL
Ticket : Adv 33,000 / At Door 40,000(KRW)"
