Title,Date,Image,Project,Artist,Content,Link,Site,Time
Loomers vol.1,2024-11-09,media/myarticleimage/indiestreet_images_20241113\Loomersvol1_2024-11-09.jpg,Club 빵,"BLACKWOODENDOOR, 데이드림, 리니어, 잔류파, 피아노 슈게이징","Loomers vol.1
‘Loomer’ 는 파도라는 뜻으로 동명의 MBV 곡에서 이름을 따온 슈게이즈 기획공연 입니다.
장르는 음악을 묶어주는 지표이지만 가끔은 사람들을 묶어주는 지표이기도 합니다.
‘Loomers’ 는 5가지의 흐름들을 한데 모아 하나의 파도를 만들고자 합니다.
노이즈의 파도를 기대해주세요.
일시 : 2024.11.09 6:00
장소 : 클럽 빵 @CLUBBBANG (서울 마포구 와우산로29길 12 지하1층)
잔류파 @ZANRYUPA_OFFICIAL
BLACKWOODENDOOR @BLACKWOODENDOOR
리니어 @RENIER.OFFICIAL
데이드림 @BAND.DAYDREAM
피아노 슈게이저 @PIANOSHOEGAZER
예매 30,000 (현매 35,000)
10/17 8 PM 예매 오픈 (예매 양식 @SILVERVVAVE3 계정을 통해 공지)
(유의사항)
※각 순서당 인터미션 10분이 포함되어 있습니다.
※취소 및 환불은 공연 1일 전(1",https://indistreet.com/live/6851,Indiestreet,
THE HOLY MOUNTAIN present 1st ALBUM RELEASE SHOW,2024-11-09,media/myarticleimage/indiestreet_images_20241113\THEHOLYMOUNTAINpresent1stALBUMRELEASESHOW_2024-11-09.jpg,Club Victim,"Doguul, HOLY MOUNTAIN, 나후, 싱크투라이즈, 와비 킹","🏴‍☠️THE HOLY MOUNTAIN presents🏴‍☠️
<1st ALBUM RELEASE SHOW>
홀리마운틴 풀렝쓰 1집 발매 기념 공연을 진행합니다. 군더더기 없는 깔끔한 라인업으로 준비했습니다. 많이 찾아오셔서 저희 1집 발매를 축하해주셨으면 좋겠습니다.
💀공연일
2024.11.09 (토) 18:00
💀공연베뉴
CLUB VICTIM
서울 마포구 와우산로 53 지하
20,000₩ (현매)
💀라인업
SINK TO RISE SINK to RISE
도굴 Doguul - 도굴盜掘
나후 Nahu 나후 羅睺
WABIKING WabiKing
THE HOLY MOUNTAIN Holy Mountain",https://indistreet.com/live/6860,Indiestreet,
neverandno PRESENTS Nitro Overdrive Party 2,2024-11-09,media/myarticleimage/indiestreet_images_20241113\neverandnoPRESENTSNitroOverdriveParty2_2024-11-09.jpg,Club FF,"FOUR GET ME A NOTS, GIZMO, neverandno, 로우 브라더스, 스모킹구스, 위닝샷","neverandno PRESENTS
Nitro Overdrive Party 2
(WORLD WIDE records Tour 2024)
Flyer by @MY.OWN.SUMMER.0120
GIZMO @GIZMO_OSAKA
FOUR GET ME A NOTS @FGMANJAPAN
neverandno @NEVERANDNO
WinningShot @WINNINGSHOT_KR
Smoking Goose @BAND.SMOKINGGOOSE
ROW BROTHERS @ROW_BROTHERS_OFFICIAL
2024.11.09(SAT)
Club FF @HONGDAEFF
OPEN 17:00
START 17:30
Under 18 Free
(미성년자 예매 선착순 50명 한정 무료,
공연 당일 신분증 미지참시 입장 불가)
ADV 40,000KRW
DOOR 55,000KRW
카카오 3333-03-1979399 강민영
ADV Link in bio
For inquiries from international audiences, Please DM to @NEVERANDNO
海外のお客様からのお問い合わせは、DMでお願いします@NEVERANDNO",https://indistreet.com/live/6799,Indiestreet,
Matt Maltese LIVE IN SEOUL,2024-11-08,media/myarticleimage/indiestreet_images_20241113\MattMalteseLIVEINSEOUL_2024-11-08.jpg,무신사개러지,Matt Maltese,"맷 말티스 내한공연
<Matt Maltese LIVE IN SEOUL>
As The World Caves In🎞
진솔한 가사로 위로를 전하는
싱어송라이터 맷 말티스(@MATTHEWMALTESE)
11월 8일(금), 첫 단독 내한공연 확정!
▶공연일시 : 2024년 11월 8일(금) 오후 8시
▶공연장소 : 무신사 개러지
▶티켓가격 : 스탠딩석 99,000원
▶티켓오픈 : 2024년 5월 27일 (월) 낮 12시
▶예매처 : 인터파크 티켓(ticket.interpark.com),
멜론티켓(ticket.melon.com)
<Matt Maltese LIVE IN SEOUL>
▶Date : Nov 8 (FRI), 2024 at 8pm
▶Venue : MUSINSA GARAGE
▶Ticket Price : Standing 99,000
▶On-sale : May 27 (Mon), 2024 at 12pm
▶Ticket : INTERPARK TICKET(ticket.interpark.com),
MELON TICKET(ticket.melon.com)",https://indistreet.com/live/6419,Indiestreet,
2024년 11월 클럽빵 공연,2024-11-08,media/myarticleimage/indiestreet_images_20241113\2024nyeon11wolkeulleobppanggongyeon_2024-11-08.jpg,Club 빵,"끌림, 리뎀션즈, 비컨",때가 왔을때 할수 있는거~ 11월 두번째주 빵 공연~ 함께 해요~ #윤덕 #고기민 #민광진 #정서윤 #리틀네모 #ISLADER #그리고윤성혁 #미디클립 #걸어프레이드 #더픽쳐스 #무이 #비컨 #끌림 #리뎀션즈 #리니어 #데이드림 #잔류파 #블랙우든도어 #피아노슈게이저 #박종범 #민수홍 #완보 #최광일 #클럽빵 #CLUBBBANG #INDIE #KINDIE#몽몽 #클럽빵 #CLUBBBANG #INDIE #KINDIE,https://indistreet.com/live/6849,Indiestreet,
Rockers On Friday vol. 20,2024-11-08,media/myarticleimage/indiestreet_images_20241113\RockersOnFridayvol20_2024-11-08.jpg,Club Victim,"갈릭스, 물도둑, 스트레이터스, 트레이터, 후추스","Rockers On Friday vol. 20
Straighters
@STRAIGHTERS_OFFICIAL
GARLIXX
@GARLIXX
Hoochus
@HOOCHUS_MUSIC
Mooldodook
@MOOLDODOOK
Fri(금)
Club VICTIM
OPEN 19:00
START 19:30
₩25,000
외부음식반입가능
외부주류반입금지
문의
club_victim@GMAIL.COM",https://indistreet.com/live/6859,Indiestreet,
SWEATER WEATHER,2024-11-08,media/myarticleimage/indiestreet_images_20241113\SWEATERWEATHER_2024-11-08.jpg,Club FF,"반디, 선앤메어, 적란운, 차세대, 투데이올드스니커즈",".
SWEATER WEATHER@FF
2024/11/08 (FRI) 7pm
Live Bands:
7:00pm #선앤메어 @SUN8MER
7:45pm #반디 @BAND_BANDI_OFFICIAL
8:30pm #투데이올드스니커즈 @2DAYOLDSNEAKERS
9:15pm #차세대 @NEWTAPE6
10:05pm #적란운 @ZEOKRANUN_OFFICIAL
<Alternative/IndieRock/ModernRock/Garage>
Cover : 35,000 won (Only Door)
.티켓팅은 예매 없이 클럽 도어에서 현매로만 진행됩니다.
.도어 오픈 은 공연 시작 30분 전이며 상황에 따라 달라질 수 있습니다.
.입장은 현장 계시는 분 순차 입장입니다. (가방 등 본인 외 줄은 인정되지 않으며 가방 분실 시 책임져드리기 어렵습니다.소지품등 자리맡기 끼어들기 금지입니다. )
. 불쾌한 신체 접촉 발생 시 즉시 퇴장이며 입장 제재 및 법적 조치 취해질 수 있습니다. 건강 한 클럽 문화를 위해 협조 부탁드립니다.
.분실물 발생 시 영업시간 내에 직접 찾으러 와주시면 감사하겠습니다. 분실물 관련 DM 답장 어려우며 라커 미이용 분실물에 대해 책임져드리기 어렵습니다.
.다른 관람객을 위해 과도한 촬영( 삼각대 설치 등) 은 제재 될 수 있습니다.
#홍대클럽#엪엪#CLUBFF#클럽FF#라이브클럽#락클럽#홍대인디밴드#LIVECLUB#ROCKBAND#인디밴드#INDIECLUB#ROCKDJ#밴드공연#인디공연#홍대인디#홍대공연#홍대맛집#홍대데이트코스#음악맛집#클럽공연#케이락",https://indistreet.com/live/6861,Indiestreet,
Rockin Thuraday,2024-11-07,media/myarticleimage/indiestreet_images_20241113\RockinThuraday_2024-11-07.jpg,Club FF,"리치리치, 범피즈, 비리디안, 플럼",".
Rockin Thuraday @FF
2024/11/07 (THU) 8:00pm
Live Bands:
8:00pm #플럼
8:40pm #범피즈
9:20pm #리치리치
10:00pm #비리디안
<IndiePop/IndieRock/PopRock/AlternativeRock/
Symphonic Metal>
Cover : 20,000 won (Only Door)
.티켓팅은 예매 없이 클럽 도어에서 현매로만 진행됩니다.
.도어 오픈 은 공연 시작 30분 전이며 상황에 따라 달라질 수 있습니다.
.입장은 도어 오픈 기점으로 현장 계시는 분 순차 입장입니다. (가방 등 본인 외 줄은 인정되지 않으며 가방 분실 시 책임져드리기 어렵습니다.)
. 불쾌한 신체 접촉 발생 시 즉시 퇴장이며 입장 제재 및 법적 조치 취해질 수 있습니다. 건강 한 클럽 문화를 위해 협조 부탁드립니다.
.분실물 발생 시 영업시간 내에 직접 찾으러 와주시면 감사하겠습니다. 분실물 관련 DM 답장 어려우며 라커 미이용 분실물에 대해 책임져드리기 어렵습니다.
#홍대클럽#엪엪#CLUBFF#클럽FF#라이브클럽#락클럽#홍대인디밴드#LIVECLUB#ROCKBAND#인디밴드#INDIECLUB#ROCKDJ#밴드공연#인디공연#홍대인디#홍대공연#홍대맛집#홍대데이트코스#음악맛집#클럽공연#케이락",https://indistreet.com/live/6867,Indiestreet,
2024년 11월 클럽빵 공연,2024-11-07,media/myarticleimage/indiestreet_images_20241113\2024nyeon11wolkeulleobppanggongyeon_2024-11-07.jpg,Club 빵,"걸어프레이드, 그리고윤성혁, 더 픽처스, 머디클립",때가 왔을때 할수 있는거~ 11월 두번째주 빵 공연~ 함께 해요~ #윤덕 #고기민 #민광진 #정서윤 #리틀네모 #ISLADER #그리고윤성혁 #미디클립 #걸어프레이드 #더픽쳐스 #무이 #비컨 #끌림 #리뎀션즈 #리니어 #데이드림 #잔류파 #블랙우든도어 #피아노슈게이저 #박종범 #민수홍 #완보 #최광일 #클럽빵 #CLUBBBANG #INDIE #KINDIE#몽몽 #클럽빵 #CLUBBBANG #INDIE #KINDIE,https://indistreet.com/live/6848,Indiestreet,
[2024 아시안 팝 스테이지 VOL.1],2024-11-06,media/myarticleimage/indiestreet_images_20241113\2024asianpabseuteijiVOL1_2024-11-06.jpg,무신사개러지,"folk9, 놀이도감","[2024 아시안 팝 스테이지 VOL.1]
2024.11.6(수) 오후 8시 / 무신사 개러지
FOLK9(TH), 놀이도감
예매 | 44,000won
예매 오픈 | 2024.10.15(화) 오후 2시
예매처 | 인터파크 티켓 https://tickets.interpark.com
올해에도 멋진 라인업과 함께 시작하는 아시안 팝 스테이지 VOL.1 👍
서프 록, 슈게이징, 드림 팝의 장점만을 모아낸 것 같은 매력적인 방콕 출신의 밴드 FOLK9.
Numcha, Yonlapa 등 트렌드한 태국 음악을 좋아하는 음악 팬들에게 아시안 팝 스테이지가 자신 있게 소개합니다!

그리고, 실리카겔의 기타리스트이자 프로듀서, 천재 뮤지션.
지속하고 확장하는 음악가의 방, 이곳에서는 놀이도감의 김춘추입니다.

너무 기대되는 공연! 빨리 만나고 싶네요😁
#아시안팝스테이지 #서울인디뮤직페스타 #FOLK9 #놀이도감 #무신사개러지 #ASIANPOPSTAGE #SEOULINDIEMUSICFESTA",https://indistreet.com/live/6785,Indiestreet,
2024년 11월 클럽빵 공연,2024-11-03,media/myarticleimage/indiestreet_images_20241113\2024nyeon11wolkeulleobppanggongyeon_2024-11-03.jpg,Club 빵,"달위의콜린스, 몽몽밴드, 지나가던조씨, 펠트",시월말 그리고 십일월 가을 단풍이 높이 따라 지역 따라 물들고 떨어지며 자기 갈길 가는 시절~ 클럽빵 공연~ 한주 즐겁게~ #청하나 #공뎍 #은해 #느린 #ONLYSPARKLING #리치리치 #서스테인 #다이퍼스 #조이풀언데웨어 #조이풀스 #DIA #릴리잇머신 #남경운밴드 #난파란 #윾 #달과밤그리고별들 #채무자들 #이디어츠 #빅베트 #지나가던조씨 #필트 #몽몽 #달위의콜린스 #클럽빵 #CLUBBBANG #INDIE #KINDIE,https://indistreet.com/live/6841,Indiestreet,
Sweet Dreams ”달콤한 꿈“,2024-11-03,media/myarticleimage/indiestreet_images_20241113\SweetDreamsdalkomhankkum_2024-11-03.jpg,Club Victim,"Mömoku, luvliminall, 물결, 폴리아모리, 홀로시티","2024.11.03 SUN 6 PM @CLUBVICTIM
Sweet Dreams ”달콤한 꿈“
luvliminall & Mömoku 내한공연 -
1800~1830 #물결 #MULGYEOL @MULGYEOL_BAND
1840~1910 #LUVLIMINALL (From. Japan) @_LUVLIMINALL
1920~1950 #홀로시티 #HOLOCITY @HOLOCITY_OFFICIAL
2000~2030 #Mömoku (From. Japan) @MOMOKU_BAND
2040~2110 #폴리아모리 #POLYAMORY @POLYAMORY_BAND
공연장 오픈은 오후 5시 30분부터~
외부 음식물 및 음료 반입금지
예매: 25,000원 / 현매: 30,000원
예매계좌: 국민 822402-04-034113 김은주
예매기간: 2024.11.02 (토) 23:59 까지
예매확인: 입금 후 카카오톡 채널 > unis_ent 로 [공연일자, 입금자명, 인원수] 전달
UNIS Ent. x Club VICTIM -
@UNIS_ENTERTAINMENT @CLUB_VICTIM
#빅팀 #클럽빅팀 #유니스 #홍대핫플 #인디밴드라이브 #인디밴드 #밴드공연 #홍대라이브 #밴드라이브 #딜콤한꿈 #이모셔널 #슈게이징 #포스트락 #시티팝",https://indistreet.com/live/6858,Indiestreet,
2024년 11월 2일 Alleyway Taphouse 라이브,2024-11-02,media/myarticleimage/indiestreet_images_20241113\2024nyeon11wol2ilAlleywayTaphouselaibeu_2024-11-02.jpg,정보없음,"서로별, 시나몬잼","< 2024년 11월 02일 클럽공연 안내 >
Saturday, November 2nd, 2024
Seorobyeol / 서로별
Cinnamon Jam / 시나몬잼
Doors open at 6pm. FREE entrance/무료입장!
Performances to begin from 8pm.
@ Alleyway Taphouse, Suwon ~ 엘리웨이탑하우스
수원시 팔달구 정조로 751-11 중동빌딩 4층
(Kor) 010-3742-1802
(Eng) 010-7600-2574",https://indistreet.com/live/6830,Indiestreet,
DRAGULA,2024-11-02,media/myarticleimage/indiestreet_images_20241113\DRAGULA_2024-11-02.jpg,Club FF,"데킬라올드패션드, 라펠코프, 모노폴리, 크랙베리, 티치",".
DRAGULA@FF
2024/11/02 (SAT) 7:50PM
Live Bands
7:50pm #데킬라올드패션드 @TEQUILA_OLD_FASHIONED
8:30pm #라펠코프 (From부산) @RAPPELKOPF_INSTA
9:10pm #티치 @BANDTIECH_OFFICIAL
9:50pm #모노폴리 @MONO4OLY
10:30pm #크랙베리 @BANDCRACKBERRY
<Alternative/HardRock/CoreMetal>
Cover : 30,000 won (Only Door)
.티켓팅은 예매 없이 클럽 도어에서 현매로만 진행됩니다.
.도어 오픈 은 공연 시작 30분 전이며 상황에 따라 달라질 수 있습니다.
.입장은 도어 오픈 기점으로 현장 계시는 분 순차 입장입니다. (가방 등 본인 외 줄은 인정되지 않으며 가방 분실 시 책임져드리기 어렵습니다.)
. 불쾌한 신체 접촉 발생 시 즉시 퇴장이며 입장 제재 및 법적 조치 취해질 수 있습니다. 건강 한 클럽 문화를 위해 협조 부탁드립니다.
.분실물 발생 시 영업시간 내에 직접 찾으러 와주시면 감사하겠습니다. 분실물 관련 DM 답장 어려우며 라커 미이용 분실물에 대해 책임져드리기 어렵습니다.
#홍대클럽#엪엪#CLUBFF#클럽FF#라이브클럽#락클럽#홍대인디밴드#LIVECLUB#ROCKBAND#인디밴드#INDIECLUB#ROCKDJ#밴드공연#인디공연#홍대인디#홍대공연#홍대맛집#홍대데이트코스#음악맛집#클럽공연#케이락",https://indistreet.com/live/6806,Indiestreet,
"HARUNA LUNA Asia Tour 2024 ""Corridor in the Mirror""",2024-11-02,media/myarticleimage/indiestreet_images_20241113\HARUNALUNAAsiaTour2024CorridorintheMirror_2024-11-02.jpg,무신사개러지,정보없음,"HARUNA LUNA
Asia Tour 2024
""Corridor in the Mirror""
Support by OSHI TO DATE
하루나 루나
아시아 투어 2024
🔥2024.11.2 Sat 19:00
장소: 무신사개러지
📢티켓오픈: 2024.09.06 18시
🎫티켓: 인터파크티켓
문의: ruienminfo@NAVER.COM
#HARUNALUNA #하루나루나",https://indistreet.com/live/6711,Indiestreet,
2024년 11월 클럽빵 공연,2024-11-02,media/myarticleimage/indiestreet_images_20241113\2024nyeon11wolkeulleobppanggongyeon_2024-11-02.jpg,Club 빵,"달과 밤 그리고 별들, 빅베트, 이디어츠, 채무자들",시월말 그리고 십일월 가을 단풍이 높이 따라 지역 따라 물들고 떨어지며 자기 갈길 가는 시절~ 클럽빵 공연~ 한주 즐겁게~ #청하나 #공뎍 #은해 #느린 #ONLYSPARKLING #리치리치 #서스테인 #다이퍼스 #조이풀언데웨어 #조이풀스 #DIA #릴리잇머신 #남경운밴드 #난파란 #윾 #달과밤그리고별들 #채무자들 #이디어츠 #빅베트 #지나가던조씨 #필트 #몽몽 #달위의콜린스 #클럽빵 #CLUBBBANG #INDIE #KINDIE,https://indistreet.com/live/6840,Indiestreet,
Any Good Music Here? FES!,2024-11-02,media/myarticleimage/indiestreet_images_20241113\AnyGoodMusicHereFES_2024-11-02.jpg,무대륙,"DRAWSTRING, GaGi, KINEMAS beatnik, Mömoku, SPENSR, luvliminall, 나로틱, 맨앤뎀, 베이루트택시, 블루터틀랜드, 아톰뮤직하트, 왑띠, 원니, 팻햄스터&캉뉴","어디 좋은 음악 없을까? 새로운 음악과의 만남, 또 다른 취향의 발견 AGMH FES!
AGMH FES는 코로나 시기에 축소되었던 한일 인디신의 네트워킹과 다양한 장르의 인디 뮤지션 큐레이션을 진행하며 아티스트, 음악 관계자, 관객들 모두가 함께 즐길 수 있는 공간을 만드는 것을 목표로 하는 미니 페스티벌입니다.


▶ 일시
2024.11.02 (토) - 2024.11.03 (일) (도어 오픈: 14:00 / 공연 시작: 14:30 예정)

▶ 장소
무대륙 (서울특별시 마포구 토정로5길 12)",https://indistreet.com/live/6773,Indiestreet,
2024년 11월 클럽빵 공연,2024-11-01,media/myarticleimage/indiestreet_images_20241113\2024nyeon11wolkeulleobppanggongyeon_2024-11-01.jpg,Club 빵,"Dia, 난파란, 남경운밴드, 릴리잇머신, 조이풀스",시월말 그리고 십일월 가을 단풍이 높이 따라 지역 따라 물들고 떨어지며 자기 갈길 가는 시절~ 클럽빵 공연~ 한주 즐겁게~ #청하나 #공뎍 #은해 #느린 #ONLYSPARKLING #리치리치 #서스테인 #다이퍼스 #조이풀언데웨어 #조이풀스 #DIA #릴리잇머신 #남경운밴드 #난파란 #윾 #달과밤그리고별들 #채무자들 #이디어츠 #빅베트 #지나가던조씨 #필트 #몽몽 #달위의콜린스 #클럽빵 #CLUBBBANG #INDIE #KINDIE,https://indistreet.com/live/6839,Indiestreet,
Thanks God It's Thuraday!,2024-10-31,media/myarticleimage/indiestreet_images_20241113\ThanksGodItsThuraday_2024-10-31.jpg,Club FF,"갓오브유니버스, 사운드웨이브, 키위, 파이브립스",".
Thanks God It's Thuraday! @FF
2024/10/31 (THU) 8:00pm
Live Bands:
8:00pm #사운드웨이브
8:40pm #키위
9:20pm #갓오브유니버스
10:00pm #파이프립스
<IndiePop/IndieRock/PopRock/AlternativeRock>
Cover : 20,000 won (Only Door)
.티켓팅은 예매 없이 클럽 도어에서 현매로만 진행됩니다.
.도어 오픈 은 공연 시작 30분 전이며 상황에 따라 달라질 수 있습니다.
.입장은 도어 오픈 기점으로 현장 계시는 분 순차 입장입니다. (가방 등 본인 외 줄은 인정되지 않으며 가방 분실 시 책임져드리기 어렵습니다.)
. 불쾌한 신체 접촉 발생 시 즉시 퇴장이며 입장 제재 및 법적 조치 취해질 수 있습니다. 건강 한 클럽 문화를 위해 협조 부탁드립니다.
.분실물 발생 시 영업시간 내에 직접 찾으러 와주시면 감사하겠습니다. 분실물 관련 DM 답장 어려우며 라커 미이용 분실물에 대해 책임져드리기 어렵습니다.
#홍대클럽#엪엪#CLUBFF#클럽FF#라이브클럽#락클럽#홍대인디밴드#LIVECLUB#ROCKBAND#인디밴드#INDIECLUB#ROCKDJ#밴드공연#인디공연#홍대인디#홍대공연#홍대맛집#홍대데이트코스#음악맛집#클럽공연#케이락",https://indistreet.com/live/6869,Indiestreet,
2024년 10월 클럽빵 공연,2024-10-31,media/myarticleimage/indiestreet_images_20241113\2024nyeon10wolkeulleobppanggongyeon_2024-10-31.jpg,Club 빵,"다이퍼스, 리치리치, 서스테인, 조이풀언더웨어",시월말 그리고 십일월 가을 단풍이 높이 따라 지역 따라 물들고 떨어지며 자기 갈길 가는 시절~ 클럽빵 공연~ 한주 즐겁게~ #청하나 #공뎍 #은해 #느린 #ONLYSPARKLING #리치리치 #서스테인 #다이퍼스 #조이풀언데웨어 #조이풀스 #DIA #릴리잇머신 #남경운밴드 #난파란 #윾 #달과밤그리고별들 #채무자들 #이디어츠 #빅베트 #지나가던조씨 #필트 #몽몽 #달위의콜린스 #클럽빵 #CLUBBBANG #INDIE #KINDIE,https://indistreet.com/live/6838,Indiestreet,
2024년 10월 클럽빵 공연,2024-10-30,media/myarticleimage/indiestreet_images_20241113\2024nyeon10wolkeulleobppanggongyeon_2024-10-30.jpg,Club 빵,"공뎍, 느린, 은해, 청하나",시월말 그리고 십일월 가을 단풍이 높이 따라 지역 따라 물들고 떨어지며 자기 갈길 가는 시절~ 클럽빵 공연~ 한주 즐겁게~ #청하나 #공뎍 #은해 #느린 #ONLYSPARKLING #리치리치 #서스테인 #다이퍼스 #조이풀언데웨어 #조이풀스 #DIA #릴리잇머신 #남경운밴드 #난파란 #윾 #달과밤그리고별들 #채무자들 #이디어츠 #빅베트 #지나가던조씨 #필트 #몽몽 #달위의콜린스 #클럽빵 #CLUBBBANG #INDIE #KINDIE,https://indistreet.com/live/6837,Indiestreet,
우리가요3,2024-10-27,media/myarticleimage/indiestreet_images_20241113\uligayo3_2024-10-27.jpg,Club 빵,"야마가타 트윅스터, 준한, 콘트라젤리, 희우",우리가요3~ #준한 #희우 #콘트라젤리 #야마가타트읙스터 #클럽빵 #CLUBBBANG #INDIE #KINDIE,https://indistreet.com/live/6836,Indiestreet,
GHOST TOWN,2024-10-27,media/myarticleimage/indiestreet_images_20241113\GHOSTTOWN_2024-10-27.jpg,Club FF,"ABTB, 스모킹구스, 아시안체어샷, 톡식, 해리빅버튼",".
2024/10/27 (SUN) 5:30pm
Live Bands:
5:30pm #스모킹구스 @BAND.SMOKINGGOOSE
6:10pm #ABTB @BANDABTB
7:00pm #아시안체어샷 @ASIANCHAIRSHOT
7:50pm #톡식 (TOXIC) @BANDTOXIC_OFFICIAL
8:40pm #해리빅버튼 @HARRYBIGBUTTON
<Alternative/IndieRock/HardRock/PunkRock>
Cover : 35,000 won (Only Door)
.티켓팅은 예매 없이 클럽 도어에서 현매로만 진행됩니다.
.도어 오픈 은 공연 시작 1시간 전이며 상황에 따라 달라질 수 있습니다.
.입장은 도어 오픈 기점으로 현장 계시는 분 순차 입장입니다. (가방 등 본인 외 줄은 인정되지 않으며 가방 분실 시 책임져드리기 어렵습니다.)
. 불쾌한 신체 접촉 발생 시 즉시 퇴장이며 입장 제재 및 법적 조치 취해질 수 있습니다. 건강 한 클럽 문화를 위해 협조 부탁드립니다.
.분실물 발생 시 영업시간 내에 직접 찾으러 와주시면 감사하겠습니다. 분실물 관련 DM 답장 어려우며 라커 미이용 분실물에 대해 책임져드리기 어렵습니다.
#홍대클럽#엪엪#CLUBFF#클럽FF#라이브클럽#락클럽#홍대인디밴드#LIVECLUB#ROCKBAND#인디밴드#INDIECLUB#ROCKDJ#밴드공연#인디공연#홍대인디#홍대공연#홍대맛집#홍대데이트코스#음악맛집#클럽공연#케이락",https://indistreet.com/live/6805,Indiestreet,
CLUB VICTIM x VERMIN MAJESTY 할로윈 파티,2024-10-27,media/myarticleimage/indiestreet_images_20241113\CLUBVICTIMxVERMINMAJESTYhallowinpati_2024-10-27.jpg,Club Victim,"Doguul, Excused Duty, MARINEBLACKNOODLE, Nahua, 로스 오브 인펙션, 론울프엘리지클럽, 메리헤이데이, 싱크투라이즈, 지옥, 펑크온파이어",".
CLUB VICTIM x VERMIN MAJESTY
사상 첫 콜라보 EAR TORTURE 할로윈 파티!
평생의 동반자 CLUB VICTIM과 함께 최고의
할로윈 파티를 준비했습니다! 🎃🎃🎃🎃
메탈,하드코어,펑크 총 집합! 미친 라인업으로
무제한 칵테일 즐기시며 최고의 밤 함께 하시죠!
-라인업-
#DOGUUL
@DOGUUL666
#LOSSOFINFECTION
@LOSS_OF_INFECTION
#NAHUA
@NAHUAMX
#MARINEBLACKNOODLE
@BLACK_666_MARINES
#SINKTORISE
@SINKTORISE
#EXCUSEDDUTY
@EXCUSED_DUTY
#ALONEWOLFELEGYCLUB
@ALONEWOLFELEGYCLUB
#GIOK
@GIOK666
#PUNKONFIRE
@PUNK_ON_FIRE
#MERRYHEYDAY
@MERRY_HEY_DAY
TICKET INFO ➡️ DM 010 7404 0138
#홍대공연 #할로윈파티 #메탈공연 #펑크공연
#하드코어공연 #할로윈공연 #무료칵테일 #다죽자",https://indistreet.com/live/6815,Indiestreet,
GARNiDELiA 10th anniversary stellacage tour 2024 - Link The World - in Seoul,2024-10-27,media/myarticleimage/indiestreet_images_20241113\GARNiDELiA10thanniversarystellacagetour2024LinkTheWorldinSeoul_2024-10-27.jpg,무신사개러지,"stella, touch, 가르니델리아","GARNiDELiA(가르니델리아)의 데뷔 10주년 기념 월드 투어 프로젝트 서울 공연 개최 확정!
독보적인 음악 세계를 보여주는 일본 팝 락 듀오, '극락정토(極樂淨土)'의 주인공 GARNiDELiA
🎫 https://linktr.ee/aodkorea
GARNiDELiA 10th anniversary stellacage tour 2024 - Link The World - in Seoul
▶일시 | 2024.10.27(일) 오후 4시
▶장소 | 무신사 개러지
▶티켓가 | VIP스탠딩 132,000원, 일반스탠딩 88,000원
▶예매처 | 인터파크 티켓
▶티켓오픈 | 2024.9.10(화) 오전 11시
VIP스탠딩은 전방석, 하이터치, 로비 선입장(MD부스)이 포함됩니다.
▶Date | Oct 27, 2024 (Sun) 4PM
▶Location | Musinsa Garage
▶Ticket Price | VIP Standing ₩132,000 / ⁠Standing ₩88,000
▶Ticket Open | Sep 10, 2024 (Tue) 11AM
▶Ticketing | Interpark Ticket⁠
VIP standing includes front-row access, a hi-touch event, and early entry to the lobby (MD booth).",https://indistreet.com/live/6714,Indiestreet,
T(elomere) - T0 - T(elomere) 미역수염 Seaweed mustache 2집 발매 기념파티,2024-10-26,media/myarticleimage/indiestreet_images_20241113\TelomereT0TelomeremiyeogsuyeomSeaweedmustache2jibbalmaeginyeompati_2024-10-26.jpg,오방가르드,"Seaweedmustache, baan, delaycat, 미역수염, 트레이터, 판다겟더미","T(elomere) - To - T(elomere)
끝으로 내몰리는 방향성은
우리를 그 곳에서 투쟁을 하며 살아남게 한다.
그 싸움은 우리 마음 속 내전일 수도
또는 뻔하게 살고 싶지 않다는
세상을 향한 투정일 수도 있다.
우리는 서로의 소실을 막는다.
*미역수염 2집 발매 기념 파티*
Traitor, Baan
그리고 Panda get dummy와 Delaycat의
라이브 무대가 깜짝 이벤트와 함께 펼쳐 집니다🤭
10월 26일 토요일 오후 7시 30분
@OVANTGARDE (부산시 남구 용소로 7번길 15-1, B1)
1부
7:00 입장
7:30~8:00 판다겟더미 x 딜래이캣
@PANDAGETDUMMY x @END_______.___
8:10~8:40 반 @BAANJAE
8:50~9:20 트레이터 @TRAITOR_BSDM
2부
9:30~10:30 미역수염 멤버들과 함께 하는 수다의 장
질의응답시간과 함께 2집 음원과 뮤직비디오가
최초 공개 되며 한정 수량의 굿즈가 판매될 예정입니다.
*본 공연은 2024 부산음악창작소 지원사업을 통해 제작되었습니다.
1부 스탠딩, 2부 좌석제 / 한정 인원 수용예정",https://indistreet.com/live/6791,Indiestreet,
