Title,Project,Date,Artist,Image,Content
Thursday Vibe,Club FF,2024-03-07,"모던에이지, 다이퍼스, 플러터, 아울즈",media/myarticleimage/ThursdayVibe2024-03-07.jpg,".
Thursday Vibe @FF
2024/03/07(THU) 8:00pm
Live Bands:
8:00pm #다이퍼스
8:40pm #플러터
9:20pm #모던에이지
10:00pm #아울즈
<IndiePop/IndieRock/PopRock/GarageRock>
Cover : 20,000 won (Only Door)
.티켓팅은 예매없이 클럽 도어에서 현매로만 진행됩니다.
.도어오픈 은 공연시작 30분 전 이며 상황에따라 달라질 수 있습니다.
.FF에서는 대기 명단 등 작성하지 않고 도어 오픈 기점으로 오픈 후 현장 계시는분 순차 입장 도와드리는 점 참고 부탁드립니다.
.불쾌한 신체 접촉 발생 시 즉시 퇴장이며 입장 제제 및 법적 조치 취해질 수 있습니다. 건강 한 클럽 문화를 위해 협조 부탁드립니다.
.분실물 발생시 영업시간내에 직접 찾으러 와주시면 감사하겠습니다. DM 답장 어려우며 분실물에 대해 FF 는 책임지지 않는 점 참고 부탁 드립니다.
#홍대클럽#엪엪#CLUBFF#클럽FF#라이브클럽#락클럽#홍대인디밴드#LIVECLUB#ROCKBAND#인디밴드#INDIECLUB#ROCKDJ#밴드공연#인디공연#홍대인디#홍대공연#홍대맛집#홍대데이트코스#음악맛집#클럽공연#케이락"
[Novo Amor Live in Seoul],무신사개러지,2024-03-05,Novo Amor,media/myarticleimage/NovoAmorLiveinSeoul2024-03-05.jpg,"[Novo Amor Live in Seoul]
성찰과 관조로 빚어낸 아름다운 사운드스케이프
삶과 자연을 노래하는 영국 웨일즈의 싱어송라이터
노보 아모르 @NOVOAMOR 첫 내한공연
일시 : 2024년 3월 5일 화요일 오후 8시
장소 : 무신사 개러지
가격 : 전석 스탠딩 88,000 원
관람 시간: 85분
예매오픈: 2023년 10월 11일 수요일 낮 12시 (인터파크 티켓)
highjinkx.com/novo-amor"
Wanuka live in Korea🇰🇷,무신사개러지,2024-03-03,WANUKA,media/myarticleimage/WanukaliveinKorea2024-03-03.jpg,"Wanuka live in Korea🇰🇷
🔥2024년 3월 3일 PM5 무신사개러지
요리요이 (寄り酔い), 요하네하키 (ヨハネハキ) 로 유명한,
유튜브 동영상조회수 1억회 돌파 싱어송라이터 Wanuka 의 첫 내한 공연.
寄り酔い、ヨハネハキで有名な、
YouTube動画再生回数1億回突破シンガーソングライターWanukaの初来韓公演。
#와누카 #취기 #요리요이 #寄り酔い
#싱어송라이터 #틱톡커 #틱톡 #유튜버
#WANUKA #和ぬか #트위터 #SNS #TIKTOK
#유튜브 #일본 #아티스트 #JMUSIC
#RUIENM #RUISOUND"
이디어츠 1집 발매 투어 <오늘날 우리는> - 5회차 서울,Club Victim,2024-03-02,"이디어츠, 롱타임노쉿, 오버헤드, 비에프지",media/myarticleimage/idieocheu1jibbalmaetueooneulnalulineun5hoechaseoul2024-03-02.jpg,"🌏 이디어츠 1집 발매 투어 <오늘날 우리는> 🌏
이디어츠의 정규1집 발매를 기념하며 투어를 진행합니다 🎲
각 회차별로 멋진 게스트 밴드들과 함께!
이디어츠와 즐거운 여행 떠나봐요 🚀
🚗 1회차 서울
2024.01.27 토요일 오후7시 @클럽 빵
윾 @EUKKEUKKEUKK
청요일 @CHUNGYOILE
🚕 2회차 대구
2024.02.03 토요일 오후7시 @클럽 헤비
혼즈 @HONZOFFICIAL
이글루 @BAND_IGLOO
🚙 3회차 광주
2024.02.17 토요일 오후7시 @부드러운직선
투파이브 @TWOFIVE_OFFICIAL
몽키피콰르텟 @MONKEYPEEQUARTET_OFFICIAL
🚌 4회차 부산
2024.02.25 일요일 오후6시 @오방가르드
야자수 @YAJASUBAND
칩앤스위트 @CHEAP.N.SWEET
🚎 5회차 서울
2024.03.02 토요일 오후7시 @클럽 빅팀
BFG @BAND_BFG
오버헤드 @OVERHEAD_KOR
롱타임노쉿 @LONGTIMENOSHIT
일반 예매 25000원 / 현매 30000원
청소년 예매 /현매 15000원
예매처 프로필 링크 참조 👻"
NEKIRU 4th ONEMAN LIVE 「만유인력」,웨스트브릿지,2024-03-02,네키루,media/myarticleimage/NEKIRU4thONEMANLIVEmanyuinlyeog2024-03-02.jpg,"2024년 3월 2일(토)
▶ NEKIRU 4th ONEMAN LIVE 「만유인력」
개장 15:30 / 개연 16:00
회장 : West Bridge Live Hall
요금 : A티켓 0₩ / S티켓 100,000₩
【예약 취소】
해당 라이브는 A티켓, S티켓 모두 취소 접수를 받고 있습니다.
예약 취소를 희망하실 경우,
@TOHERMITAGE
계정 DM으로 문의 부탁드립니다.
노쇼의 경우, 추후 TH 주최 라이브 예약에 있어 불이익이 있을 수 있습니다.
【티켓 발매】
S티켓 (한정 수량)
1/2(화) 22:00 ~ 3/1(금) 23:55
A티켓
1/4(목) 22:00 ~ 3/1(금) 23:55
【S티켓 안내】
S티켓은 예약폼 제출을 완료하신 경우에만 예매가 가능합니다.
자동 응답 메일을 수신하신 후, 1시간 내로 입장료(100,000₩)를 송금하셔야 정리 번호가 포함된 최종 확인 메일이 발송됩니다.
※ 문항 형식에 맞지 않게 입력하신 경우에는 예약이 자동으로 취소됩니다.
※ 미입금 시, 예약이 자동으로 취소됩니다.
※ 입금 계좌번호는 S티켓 예약폼에서 안내됩니다.
【S티켓 특전】
최전방 에리어 (전후방 펜스 설치)
우선 입장
특전회 패스트 패스 (특전권 구매+체키 촬영 각 1회)
스페셜 티셔츠 1장 증정 (3XL, 멤버 컬러 선택, 멤버 전원 싸인 포함)
A3 포스터 1매 증정 (멤버 전원 싸인 포함)
단체 체키 1매 촬영 (멤버 전원 싸인 포함)
※ 특전회 패스트 패스는 구매 및 촬영 전, 특전회열에서 정리 번호 순으로 정렬되며, 기존 To Hermitage의 5pt 특전 패스트 패스보다 우선됩니다.
※ 당일 S티켓 특전 단체 체키 촬영을 제외한, 일반 단체 체키 촬영은 불가합니다.
※ S티켓 특전 티셔츠는 판매되는 티셔츠와 동일한 디자인이며, 색상만 멤버 컬러로 제작됩니다.
【입장 순서】
S티켓 → A티켓 → 당일 티켓
※ S티켓, A티켓: 정리 번호 순 입장
※ 당일 티켓: 당일 정렬 순 입장
※ 주최 일괄 예약
(A티켓) https://forms.gle/X2PzJ3RxuUGCbNLb8
(S티켓) https://forms.gle/gLtqsRyZ3vzERLDs9
#NEKIRU_LIVE"
물 위 불 (Fire Above Water),오방가르드,2024-03-01,"소음발광, 릴리잇머신, 네온스",media/myarticleimage/mulwibulFireAboveWater2024-03-01.jpg,"물 위 불 (Fire Above Water)
지리적 섬인 대한민국,
그 위 바다가 일렁이는 부산에서 불처럼 타오르는 밴드 세 팀이 모였다.
서울의 릴리 잇 머신, 대전의 네온스, 그리고 부산의 소음발광.
지하 공연장에서 활활 타오를 그들의 불은
겨울의 끝자락을 잊을 만큼 관객들을 뜨겁게 할 것이다.
뜨거운 온도는 곧 찐득한 땀으로, 수증기로
텁텁한 공기는 다시 뜨거운 불이 집어삼킬 것이다.
꼬리의 꼬리를 무는 뜨거운 공연을 두 눈 똑똑히 뜨고 지켜보시라.
🔥🔥🔥
━━━━━━━━━━━━━━━━━━━━
[공연정보]
▸ 일시 ᴅᴀᴛᴇ : 2024.03.01 (Fri) 7pm
입장시간 ᴅᴏᴏʀ ᴏᴘᴇɴ 18:30pm
▸ 장소 ᴠᴇɴᴜᴇ : 오방가르드 @OVANTGARDE
(부산광역시 남구 용소로 7번길 15-1, B1)
[라인업]
▾네온스 @NAVER_ON_STAGE
▾릴리 잇 머신 @LILLYEATMACHINE
▾소음발광 @SOUMBALGWANG_OFFICIAL
━━━━━━━━━━━━━━━━━━━━
✅공지사항 Notice ✅
입금 후 24시간 내에 확인 문자를 드립니다.
공연 당일 선착순 입장입니다.
예매 취소 및 환불은 공연 이틀 전까지 가능합니다.
(2024.02.29 이후 취소 및 환불 불가🚫)
예매 매진 시 현매가 진행되지 않습니다.
공연 중 장내 외부 주류 및 음료 반입을 금지합니다.
• 문의 @SEANYOO_
• poster by @SEAN_THE_ANYTHING_"
COMING BACK,Club Victim,2024-03-01,"메리헤이데이, 롱타임노쉿, 지누콘다, 스윗가솔린, 일팔피버스, 럭스, 타바코쥬스",media/myarticleimage/COMINGBACK2024-03-01.jpg,"2024년 삼일절! 메리헤이데이의 새로운 미니앨범 ‘COMING BACK’을 기념하여 가장 친한 친구들과 상수역 ‘클럽 빅팀’에 모였습니다! 찾아 오실 모두를 환영하며 우리 함께 지구의 마지막 날 처럼 즐겨보아요!
2024년 3월1일 금요일 저녁 6시
서울 마포구 와우산로 53 지하
클럽빅팀 @CLUB_VICTIM
-라인업-
지누콘다 @JINUKONDA
스윗가솔린 @SWEETGASOLINE_OFFICIAL
18피버스 @18FEVERS
럭스 @RUX.RUX.RUX.RUX
타바코쥬스 (권브라더스 듀엣) @KWONYOUNGWOOK182
롱타임노쉿 @LONGTIMENOSHIT
메리헤이데이 @MERRY_HEY_DAY
현매 25000원
예매 20000원 (예매계좌 110-404-124412 신한 전호연)
❤💙💚💖
#ROCK #MUSIC #PUNK #노래 #PUNKROCK #ROCKNROLL #BAND #MERRYHEYDAY #메리헤이데이 #KPOP #KROCK #MHD
#메헤"
Bizarre Love Triangle,Club FF,2024-02-29,"벤치위레오, 828, 페이스투웨이즈",media/myarticleimage/BizarreLoveTriangle2024-02-29.jpg,".
Bizarre Love Triangle @FF
2024/02/29(THU) 9:00pm
Live Bands:
9:00pm #828 @BAND_828
9:40pm #페이스투웨이즈 @FACE2WAYS_OFFICIAL
10:20pm #벤치위레오 @BENCHWELEO
<IndiePop/IndieRock/PopRock/ModernRock>
Cover : 30,000 won (Only Door)
.티켓팅은 예매없이 클럽 도어에서 현매로만 진행됩니다.
.도어오픈 은 공연시작 10분 전 이며 상황에따라 달라질 수 있습니다.
.FF에서는 대기 명단 등 작성하지 않고 도어 오픈 기점으로 오픈 후 현장 계시는분 순차 입장 도와드리는 점 참고 부탁드립니다.
.불쾌한 신체 접촉 발생 시 즉시 퇴장이며 입장 제제 및 법적 조치 취해질 수 있습니다. 건강 한 클럽 문화를 위해 협조 부탁드립니다.
.분실물 발생시 영업시간내에 직접 찾으러 와주시면 감사하겠습니다. DM 답장 어려우며 분실물에 대해 FF 는 책임지지 않는 점 참고 부탁 드립니다.
#홍대클럽#엪엪#CLUBFF#클럽FF#라이브클럽#락클럽#홍대인디밴드#LIVECLUB#ROCKBAND#인디밴드#INDIECLUB#ROCKDJ#밴드공연#인디공연#홍대인디#홍대공연#홍대맛집#홍대데이트코스#음악맛집#클럽공연#케이락"
[📢] MCND 4주년 팬미팅 ”젬 있는 어느 날“ (One day with GEM),무신사개러지,2024-02-27,MCND,media/myarticleimage/MCND4junyeonpaenmitingjemissneuneoneunalOnedaywithGEM2024-02-27.jpg,"[📢] MCND 4주년 팬미팅
”젬 있는 어느 날“ (One day with GEM)
MCND의 4번째 생일파티🎉🎂에 놀러올래 GEM💎?
📍 무신사 개러지
🗓️ 2월 27일 (화) 7:00 PM
🎫 인터파크 티켓
자세한 내용은 아래의 링크를 확인 부탁드립니다.
🔗 https://mcnd.bstage.in/community/board/650d5ee287dc4e71c4ff376e/post/65c0e1d487bd1b6f30e683df
#MCND #엠씨엔디
#젬있는어느날 #ONE_DAY_WITH_GEM
[📢] MCND 4TH Anniversary FAN MEETING
”젬 있는 어느 날“ (One day with GEM)
GEM💎, shall you come to MCND’s 4th year B-day Party🎉🎂?
📍 musinsa garage
🗓️ FEB 27(TUE), 7:00 PM (KST)
🎫 Interpark Ticket
For more specific details, please check the link below.
🔗 https://mcnd.bstage.in/community/board/650d5ee287dc4e71c4ff376e/post/65c0e1d487bd1b6f30e683df
#MCND #엠씨엔디
#젬있는어느날 #ONE_DAY_WITH_GEM"
Night Of Victim Vol.12,Club Victim,2024-02-25,"뱀파이어 호텔, 러블레스, 폭음만취, 배드큐피트, 달과 밤 그리고 별들",media/myarticleimage/NightOfVictimVol122024-02-25.jpg,"Night Of Victim Vol.12
2024.02.25(SUN)
Club VICTIM
OPEN 19:30
START 20:00
30,000 KRW
BADCUPID
@BANDBADCUPID
VAMPIRE HOTEL
@VAMPIREHOTEL_OFFICIAL
LUBLESS
@LUBLESS_OFFICIAL
폭음만취
@POKEMAN_CHI
달과 밤 그리고 별들
@MOONIGHTNSTARS
i 현매만 가능(계좌이체, 카드가능)
ii 외부 음식 반입가능, 외부주류 반입금지
iii 슬램 및 모슁은 다른 관객의 피해를 주지 않는 범위내에서 부탁드립니다.
문의
clubxvictim@GMAIL.COM"
2024년 2월 클럽빵 공연,Club 빵,2024-02-25,"레코다메, 이영훈, 생각의여름",media/myarticleimage/2024nyeon2wolkeulleobppanggongyeon2024-02-25.jpg,드물게 공연하는 음악가 두명과 돋보이는 음악가 이렇게 셋이서 예매는 프로필링크(인스타 clubbbang) #이영훈 #레코다메 #생각의여름 #클럽빵 #CLUBBBANG
이디어츠 1집 발매 투어 <오늘날 우리는> - 4회차 부산,오방가르드,2024-02-25,"이디어츠, 칩앤스위트, 야자수",media/myarticleimage/idieocheu1jibbalmaetueooneulnalulineun4hoechabusan2024-02-25.jpg,"🌏 이디어츠 1집 발매 투어 <오늘날 우리는> 🌏
이디어츠의 정규1집 발매를 기념하며 투어를 진행합니다 🎲
각 회차별로 멋진 게스트 밴드들과 함께!
이디어츠와 즐거운 여행 떠나봐요 🚀
🚗 1회차 서울
2024.01.27 토요일 오후7시 @클럽 빵
윾 @EUKKEUKKEUKK
청요일 @CHUNGYOILE
🚕 2회차 대구
2024.02.03 토요일 오후7시 @클럽 헤비
혼즈 @HONZOFFICIAL
이글루 @BAND_IGLOO
🚙 3회차 광주
2024.02.17 토요일 오후7시 @부드러운직선
투파이브 @TWOFIVE_OFFICIAL
몽키피콰르텟 @MONKEYPEEQUARTET_OFFICIAL
🚌 4회차 부산
2024.02.25 일요일 오후6시 @오방가르드
야자수 @YAJASUBAND
칩앤스위트 @CHEAP.N.SWEET
🚎 5회차 서울
2024.03.02 토요일 오후7시 @클럽 빅팀
BFG @BAND_BFG
오버헤드 @OVERHEAD_KOR
롱타임노쉿 @LONGTIMENOSHIT
일반 예매 25000원 / 현매 30000원
청소년 예매 /현매 15000원
예매처 프로필 링크 참조 👻"
Gossip,Club FF,2024-02-24,"극동아시아타이거즈, 헤이맨, 화노",media/myarticleimage/Gossip2024-02-24.jpg,".
Gossip@FF
2024/02/24(SAT) 8:40PM
Live Bands:
8:40pm #화노 @HWA_NHO
9:30pm #헤이맨 @HEYMEN_OFFICIAL
10:20pm #극동아시아타이거즈 @FAR_EAST_ASIAN_TIGERS
<PopPunk/IndieRock/AlternativeRock/IndiePop>
Cover : 35,000 won (Only Door)
.티켓팅은 예매없이 클럽 도어에서 현매로만 진행됩니다.
.도어오픈 은 공연시작 10분 전 이며 상황에따라 달라질 수 있습니다.
.FF에서는 대기 명단 등 작성하지 않고 도어 오픈 기점으로 오픈 후 현장 계시는분 순차 입장 도와드리는 점 참고 부탁드립니다.
.불쾌한 신체 접촉 발생 시 즉시 퇴장이며 입장 제제 및 법적 조치 취해질 수 있습니다. 건강 한 클럽 문화를 위해 협조 부탁드립니다.
.분실물 발생시 영업시간내에 직접 찾으러 와주시면 감사하겠습니다. DM 답장 어려우며 분실물에 대해 FF 는 책임지지 않는 점 참고 부탁 드립니다.
#홍대클럽#엪엪#CLUBFF#클럽FF#라이브클럽#락클럽#홍대인디밴드#LIVECLUB#ROCKBAND#인디밴드#INDIECLUB#ROCKDJ#밴드공연#인디공연#홍대인디#홍대공연#홍대맛집#홍대데이트코스#음악맛집#클럽공연#케이락"
Over the Bridge_부산,미정,2024-02-24,"국빈관 진상들, 셰이디, 지압공원, 스모킹리",media/myarticleimage/OvertheBridgebusan2024-02-24.jpg,"🌉
”왜, 공연 보러가면서 다들 다리 하나나
두개정도는 다들 건너잖아?
뭐...? 베뉴 근처에 산다고...? 짱부럽다.“
항상 시외에서 공연을 보러오는
경남도민 김무명씨
안녕?
난 보통 무대 밑에서 너희들과 같이 공연을 보는 아저씨야.
부산/경남에서 웬 빤딱이 봉을 들고
머리를 흔드는 이상한 사람을 목격했다면
아마도 틀림없이 내가 맞을거야.(웃음)
올해 생일 날짜를 보는데, 어째 주말이더라고...?
근데 생일인데도 특별한 일은 없을 것 같고
공연장 가서 공연이나 볼것 같길래
이참에 대관을 잡았어.
대부분 낯선 팀들이겠지만, 다양한 성향의
뮤지션들을 모셨으니까 이 글을 읽고 있는
사람들의 취향에 맞는 팀이 하나 정도는
있을거라고 생각해.
아무튼... 다들 이틀간 재미있게 놀아보자!!
[Over the Bridge]
2/24 토요일 19:00 부산 오방가르드
라인업 Line Up
ㆍ지압공원
ㆍ스모킹리
ㆍ셰이디
ㆍ국빈관진상들
문의 : 인스타그램 @NONAMES0116 DM
25일 출연 예정이였던 뮤지션 넌내꿈이
아티스트 요청으로 출연취소 되었습니다.
Bar를 통해 음료주문이 가능합니다,
청소년들은 카드 사용이 불가능하니 참고해주세요."
